t_start_s,order0_dBFS,order1_dBFS,order2_dBFS,order3_dBFS,order4_dBFS,order5_dBFS
403.0,-31.407,-36.027,-43.436,-46.740,-49.498,-51.879
404.0,-34.036,-38.417,-47.031,-50.846,-54.444,-57.619
405.0,-33.025,-38.051,-47.035,-51.066,-54.801,-57.982
406.0,-32.858,-37.402,-44.393,-47.171,-49.688,-51.990
407.0,-30.098,-34.019,-40.805,-44.025,-45.926,-48.883
408.0,-26.893,-31.925,-39.157,-42.018,-44.991,-47.385
409.0,-25.534,-30.221,-38.578,-41.774,-44.614,-47.080
410.0,-23.629,-28.165,-35.397,-38.667,-41.367,-43.958
411.0,-33.089,-37.380,-46.038,-49.144,-52.240,-55.238
412.0,-35.547,-41.509,-50.731,-54.749,-58.756,-61.900
413.0,-38.054,-43.284,-54.530,-58.813,-61.615,-64.484
414.0,-40.918,-45.941,-56.585,-60.109,-62.971,-65.298
415.0,-34.969,-40.547,-49.731,-53.431,-56.229,-59.113
416.0,-32.290,-36.578,-43.082,-45.849,-48.085,-50.410
417.0,-30.312,-33.545,-41.253,-44.297,-47.312,-50.098
418.0,-24.829,-30.218,-38.132,-41.403,-44.808,-47.381
419.0,-22.588,-26.655,-34.398,-37.360,-40.072,-42.684
420.0,-23.898,-27.393,-35.118,-38.002,-40.810,-43.483
421.0,-31.520,-36.903,-45.138,-48.519,-52.036,-55.333
422.0,-36.439,-40.805,-50.985,-54.790,-58.329,-61.445
423.0,-36.672,-41.249,-50.219,-53.851,-57.193,-60.127
424.0,-41.031,-45.762,-54.480,-58.471,-61.860,-64.999
425.0,-36.302,-41.716,-48.252,-51.495,-54.408,-56.879
426.0,-37.342,-42.179,-48.898,-52.183,-54.641,-57.147
427.0,-32.052,-36.297,-44.355,-47.190,-49.861,-52.168
428.0,-32.013,-36.468,-43.532,-46.267,-48.761,-50.865
429.0,-32.156,-37.469,-44.356,-46.975,-49.649,-52.184
430.0,-34.774,-38.593,-44.743,-47.694,-50.106,-52.058
431.0,-35.321,-37.951,-47.214,-51.150,-54.363,-57.408
432.0,-33.303,-37.514,-45.727,-49.091,-51.665,-53.757
433.0,-28.376,-32.845,-39.130,-42.322,-45.344,-47.314
434.0,-29.784,-37.108,-43.184,-47.454,-50.842,-54.055
435.0,-31.915,-36.920,-45.404,-49.075,-52.544,-55.179
436.0,-32.705,-35.805,-45.668,-49.206,-52.926,-55.343
437.0,-29.002,-34.746,-40.909,-43.914,-46.561,-48.790
438.0,-29.339,-35.048,-41.811,-45.130,-48.500,-51.376
439.0,-32.523,-38.020,-44.380,-47.278,-50.414,-52.788
440.0,-32.942,-37.628,-43.303,-45.856,-48.025,-50.094
441.0,-32.424,-36.197,-43.727,-47.355,-50.513,-53.339
442.0,-33.681,-38.011,-45.427,-48.980,-52.489,-54.761
443.0,-31.901,-37.047,-44.498,-48.117,-51.208,-53.832
444.0,-32.743,-37.716,-45.252,-48.820,-52.257,-55.170
445.0,-30.112,-35.303,-42.275,-45.618,-48.696,-51.357
446.0,-27.661,-33.217,-39.721,-43.188,-46.188,-48.898
447.0,-30.150,-33.245,-42.023,-45.175,-48.075,-50.484
448.0,-27.105,-31.229,-38.551,-40.859,-43.324,-45.751
449.0,-26.538,-32.042,-38.653,-41.654,-44.333,-46.437
450.0,-28.543,-33.053,-40.966,-44.377,-47.639,-50.490
451.0,-26.088,-31.075,-38.584,-42.108,-45.510,-48.327
452.0,-28.159,-32.881,-40.299,-43.862,-47.320,-50.148
453.0,-25.708,-30.015,-37.241,-40.719,-44.069,-46.804
454.0,-26.430,-30.811,-37.923,-41.463,-45.358,-48.474
455.0,-25.529,-30.682,-37.098,-40.234,-43.265,-46.131
456.0,-27.682,-32.889,-39.843,-42.731,-45.552,-48.097
457.0,-24.761,-29.936,-36.600,-39.258,-41.989,-44.459
458.0,-24.289,-28.786,-35.761,-38.987,-41.598,-44.160
459.0,-23.641,-28.425,-35.766,-39.153,-42.267,-45.111
460.0,-25.103,-30.260,-38.199,-41.874,-44.904,-47.103
461.0,-23.009,-27.245,-33.917,-37.456,-40.966,-43.592
462.0,-23.460,-28.208,-35.182,-38.804,-41.973,-44.420
463.0,-23.596,-27.795,-34.606,-38.312,-42.011,-44.797
464.0,-23.790,-28.087,-35.377,-38.851,-42.339,-45.351
465.0,-20.027,-24.597,-30.351,-34.163,-37.518,-40.452
466.0,-20.146,-24.940,-30.331,-33.416,-36.282,-38.890
467.0,-23.306,-28.073,-35.173,-38.250,-41.308,-43.524
468.0,-27.447,-31.588,-40.258,-43.202,-46.112,-49.050
469.0,-19.724,-23.965,-31.340,-34.446,-37.241,-39.826
470.0,-18.233,-22.877,-29.800,-33.087,-36.427,-39.184
471.0,-20.968,-25.628,-33.426,-36.934,-40.134,-42.797
472.0,-23.621,-29.457,-39.208,-43.590,-47.225,-49.585
473.0,-24.726,-28.865,-36.263,-39.526,-42.505,-45.151
474.0,-27.950,-32.214,-39.516,-42.709,-46.498,-49.409
475.0,-28.649,-32.873,-39.893,-43.067,-46.339,-49.086
476.0,-31.023,-34.547,-41.593,-44.668,-47.954,-50.598
477.0,-34.022,-38.614,-46.641,-50.131,-53.805,-57.040
478.0,-36.045,-40.846,-48.143,-51.687,-55.165,-58.405
479.0,-42.258,-46.263,-54.804,-58.465,-61.770,-64.535
480.0,-40.793,-46.061,-53.479,-57.621,-61.426,-64.044
481.0,-46.402,-51.913,-59.026,-62.275,-65.213,-67.020
482.0,-49.338,-55.131,-61.754,-65.094,-67.119,-68.423
483.0,-39.798,-44.075,-53.133,-56.860,-60.019,-62.695
484.0,-35.251,-38.797,-49.863,-53.421,-56.760,-59.500
485.0,-31.962,-36.890,-45.699,-49.370,-52.720,-56.056
486.0,-32.179,-36.386,-45.434,-49.153,-52.672,-55.802
487.0,-31.378,-36.255,-44.564,-47.746,-50.922,-53.953
488.0,-31.283,-35.745,-43.467,-46.588,-49.791,-53.050
489.0,-28.401,-32.745,-40.821,-43.792,-46.740,-49.482
490.0,-28.829,-33.266,-40.663,-43.403,-46.257,-49.356
491.0,-27.657,-31.078,-39.516,-42.837,-46.170,-48.987
492.0,-27.238,-30.497,-38.167,-40.913,-43.613,-46.054
493.0,-26.499,-30.633,-37.585,-39.834,-41.989,-44.471
494.0,-30.388,-35.009,-41.914,-44.898,-47.495,-50.137
495.0,-33.762,-38.153,-46.510,-50.401,-53.588,-56.247
496.0,-31.271,-35.784,-44.684,-48.479,-52.079,-54.881
497.0,-29.555,-34.584,-42.645,-46.701,-50.227,-53.109
498.0,-26.124,-32.764,-38.572,-42.274,-45.661,-48.171
499.0,-25.054,-30.663,-38.734,-42.193,-45.633,-48.766
500.0,-28.479,-33.498,-39.811,-42.927,-45.773,-48.168
501.0,-26.710,-32.328,-39.290,-42.891,-46.170,-49.080
502.0,-26.046,-30.906,-37.119,-39.951,-42.602,-44.816
503.0,-28.037,-31.081,-41.033,-44.501,-47.509,-50.395
504.0,-26.020,-30.860,-38.523,-41.960,-45.101,-47.977
505.0,-28.003,-32.834,-40.325,-44.131,-47.652,-50.339
506.0,-30.489,-34.867,-42.872,-46.781,-50.277,-53.512
507.0,-32.490,-37.453,-45.011,-48.651,-52.046,-54.899
508.0,-34.236,-38.859,-48.172,-52.787,-56.896,-59.874
509.0,-22.102,-26.799,-34.162,-37.971,-41.534,-44.687
510.0,-17.888,-21.852,-28.389,-32.002,-35.316,-38.363
511.0,-18.759,-23.049,-30.437,-33.981,-37.582,-40.217
512.0,-19.524,-24.053,-31.101,-34.406,-37.876,-40.800
513.0,-19.342,-24.437,-32.666,-36.498,-40.234,-43.663
514.0,-18.687,-23.332,-31.219,-34.794,-38.001,-40.597
515.0,-18.258,-23.249,-29.519,-33.260,-36.426,-39.172
516.0,-17.983,-24.105,-30.454,-33.343,-36.009,-38.524
517.0,-19.362,-23.494,-30.496,-32.997,-35.608,-37.758
518.0,-20.089,-23.635,-30.137,-32.757,-35.519,-37.905
519.0,-19.421,-23.384,-30.461,-33.155,-36.056,-38.600
520.0,-19.537,-24.196,-32.080,-35.548,-39.165,-42.193
521.0,-19.991,-24.749,-31.442,-35.058,-38.276,-40.975
522.0,-20.965,-25.995,-33.148,-36.399,-39.420,-42.165
523.0,-20.384,-25.218,-33.478,-37.048,-40.333,-43.623
524.0,-24.103,-29.040,-38.473,-42.687,-46.699,-49.850
525.0,-29.026,-33.498,-42.855,-46.757,-51.102,-54.235
526.0,-32.869,-37.422,-45.710,-49.164,-52.768,-55.745
527.0,-35.100,-38.719,-47.102,-50.480,-53.450,-55.944
528.0,-34.049,-38.404,-47.272,-50.992,-54.645,-57.642
529.0,-33.691,-37.703,-45.289,-48.875,-51.540,-53.862
530.0,-33.732,-38.246,-47.586,-51.385,-54.813,-57.227
531.0,-34.017,-37.877,-47.102,-50.724,-54.162,-57.215
532.0,-31.117,-36.375,-43.751,-47.042,-50.137,-52.779
533.0,-32.869,-37.116,-44.478,-47.735,-50.926,-53.609
534.0,-33.433,-37.678,-45.375,-48.633,-51.460,-53.868
535.0,-34.971,-39.372,-47.346,-50.534,-53.299,-55.639
536.0,-35.860,-39.879,-48.325,-52.088,-55.852,-58.658
537.0,-36.635,-41.281,-50.838,-54.687,-58.157,-60.890
538.0,-37.931,-42.736,-51.247,-54.851,-58.166,-61.092
539.0,-41.076,-45.455,-54.116,-57.279,-59.870,-62.355
540.0,-39.108,-44.313,-53.121,-56.386,-59.555,-61.895
541.0,-38.599,-44.258,-51.354,-54.967,-58.057,-60.803
542.0,-41.293,-47.590,-54.194,-58.664,-62.130,-65.545
543.0,-42.424,-47.744,-54.712,-57.424,-60.468,-62.498
544.0,-39.889,-45.785,-51.231,-53.804,-56.465,-58.872
545.0,-39.268,-43.098,-47.843,-51.479,-54.470,-56.627
546.0,-36.887,-43.053,-48.794,-52.103,-55.188,-57.844
547.0,-36.429,-42.427,-49.200,-52.456,-55.325,-57.419
548.0,-43.016,-48.636,-55.970,-59.265,-62.294,-65.105
549.0,-42.771,-48.021,-55.253,-58.356,-60.924,-62.882
550.0,-39.529,-46.130,-52.643,-57.310,-60.575,-63.325
551.0,-43.045,-49.489,-57.521,-61.822,-64.542,-66.580
552.0,-38.963,-43.915,-52.187,-56.175,-58.914,-61.542
553.0,-37.071,-44.632,-51.706,-55.417,-58.832,-61.367
554.0,-35.808,-41.233,-48.935,-53.204,-56.709,-59.142
555.0,-35.126,-39.424,-48.689,-52.669,-56.326,-58.911
556.0,-34.936,-39.073,-49.599,-54.006,-58.012,-61.191
557.0,-42.432,-46.425,-55.535,-58.990,-61.855,-64.122
558.0,-35.217,-41.705,-48.661,-51.104,-53.791,-55.388
559.0,-36.613,-44.852,-50.624,-54.081,-57.099,-60.025
560.0,-36.890,-43.898,-52.181,-56.175,-59.989,-62.979
561.0,-31.625,-38.226,-45.971,-50.037,-53.508,-56.262
562.0,-29.531,-35.579,-42.968,-46.601,-49.842,-52.372
563.0,-32.443,-38.322,-42.933,-45.697,-48.654,-50.811
564.0,-37.949,-44.315,-48.798,-51.462,-53.924,-56.134
565.0,-40.524,-43.970,-49.340,-54.296,-57.103,-59.591
566.0,-34.217,-42.971,-47.579,-51.282,-54.009,-56.646
567.0,-33.454,-38.199,-46.083,-48.814,-51.394,-53.743
568.0,-35.673,-40.092,-47.088,-49.644,-52.009,-54.194
569.0,-32.995,-38.644,-45.117,-48.120,-50.895,-53.589
570.0,-30.533,-35.528,-41.907,-45.294,-48.294,-50.762
571.0,-25.603,-30.227,-36.182,-39.076,-41.503,-43.473
572.0,-28.385,-33.412,-39.952,-43.039,-45.189,-47.311
573.0,-33.495,-38.285,-46.999,-50.844,-54.467,-56.946
574.0,-38.564,-41.500,-50.114,-53.209,-56.414,-58.552
575.0,-35.695,-40.741,-47.981,-50.812,-53.625,-55.926
576.0,-37.237,-42.260,-50.005,-53.087,-56.233,-58.568
577.0,-40.227,-42.965,-52.822,-56.075,-59.187,-61.810
578.0,-39.360,-43.227,-52.680,-56.909,-60.618,-63.326
579.0,-41.043,-47.788,-54.759,-58.437,-62.280,-65.033
580.0,-45.828,-48.366,-59.201,-63.996,-67.436,-70.413
581.0,-45.776,-51.669,-58.278,-62.793,-66.508,-69.203
582.0,-45.118,-50.578,-56.360,-58.735,-61.226,-63.186
583.0,-40.922,-45.225,-49.838,-53.945,-56.487,-58.869
584.0,-40.675,-45.044,-50.398,-53.208,-55.608,-57.754
585.0,-36.766,-42.746,-49.112,-52.962,-56.047,-58.852
586.0,-38.800,-43.916,-51.835,-55.176,-58.566,-61.442
587.0,-35.536,-42.218,-49.616,-53.734,-57.224,-60.221
588.0,-34.481,-38.289,-46.683,-51.466,-54.385,-57.376
589.0,-31.711,-34.861,-43.948,-47.073,-50.536,-53.086
590.0,-31.821,-36.570,-44.625,-48.254,-51.457,-54.044
591.0,-36.469,-41.596,-49.540,-53.549,-56.773,-60.001
592.0,-32.914,-41.208,-48.332,-52.303,-56.022,-58.606
593.0,-31.243,-37.031,-44.361,-48.472,-52.044,-54.669
594.0,-32.655,-36.921,-45.355,-49.284,-52.611,-55.387
595.0,-35.616,-40.452,-49.827,-54.849,-58.869,-62.085
596.0,-39.962,-45.034,-53.349,-56.865,-59.823,-62.387
597.0,-39.129,-44.045,-51.715,-54.577,-57.891,-60.441
598.0,-35.502,-42.188,-47.712,-49.750,-52.935,-54.678
599.0,-37.383,-46.396,-50.910,-54.184,-56.678,-59.156
600.0,-35.863,-41.133,-51.304,-55.411,-58.761,-60.921
601.0,-33.291,-39.952,-48.606,-53.255,-56.821,-59.705
602.0,-30.614,-36.632,-42.514,-45.889,-48.733,-51.059
603.0,-31.916,-38.065,-42.127,-45.129,-47.296,-49.046
604.0,-37.353,-43.203,-47.178,-50.240,-52.028,-53.622
605.0,-34.689,-41.788,-47.127,-50.813,-53.755,-56.190
606.0,-33.295,-39.810,-47.706,-51.718,-54.968,-57.877
607.0,-32.192,-36.197,-44.183,-47.182,-49.876,-52.282
608.0,-33.693,-39.337,-46.210,-49.405,-52.386,-55.044
609.0,-30.157,-35.392,-41.742,-45.031,-47.968,-50.568
610.0,-27.232,-32.228,-39.136,-42.975,-46.252,-48.583
611.0,-28.347,-34.025,-41.220,-44.945,-48.446,-51.186
612.0,-31.957,-37.733,-45.660,-49.143,-52.716,-55.505
613.0,-33.705,-37.513,-46.155,-49.199,-52.549,-55.482
614.0,-35.517,-40.224,-47.170,-50.212,-53.269,-56.014
615.0,-37.159,-41.915,-51.472,-55.268,-58.291,-61.051
616.0,-37.308,-42.157,-53.134,-56.916,-60.474,-62.771
617.0,-37.339,-41.817,-53.297,-57.678,-61.177,-64.033
618.0,-37.027,-42.817,-53.966,-57.791,-61.756,-64.725
619.0,-40.929,-46.052,-57.986,-62.122,-66.050,-68.301
620.0,-42.052,-46.869,-59.228,-64.126,-66.363,-69.299
621.0,-43.572,-47.616,-55.456,-58.882,-61.516,-64.069
622.0,-45.695,-50.358,-58.645,-62.530,-65.952,-68.759
623.0,-44.256,-49.639,-59.727,-63.770,-66.757,-69.441
624.0,-50.516,-55.390,-66.855,-70.162,-73.051,-75.576
625.0,-42.075,-46.250,-55.343,-59.577,-62.473,-66.318
626.0,-37.793,-42.736,-52.713,-57.147,-60.953,-63.837
627.0,-32.825,-38.194,-46.008,-50.177,-53.633,-56.718
628.0,-31.612,-35.558,-42.226,-45.117,-48.517,-51.611
629.0,-33.192,-37.973,-46.536,-50.133,-53.705,-56.310
630.0,-29.921,-34.227,-41.029,-44.289,-47.794,-50.832
631.0,-27.451,-32.528,-40.123,-43.538,-46.918,-49.706
632.0,-28.829,-33.244,-40.818,-43.776,-46.392,-49.138
633.0,-27.496,-31.216,-38.982,-41.913,-44.826,-47.269
634.0,-27.366,-31.409,-38.481,-41.238,-43.860,-46.383
635.0,-29.169,-33.152,-40.878,-44.427,-47.570,-50.474
636.0,-30.840,-36.250,-42.815,-46.381,-49.618,-52.541
637.0,-29.970,-34.510,-43.620,-47.109,-50.784,-53.723
638.0,-24.946,-31.100,-39.034,-42.516,-45.860,-49.294
639.0,-24.892,-30.945,-38.035,-41.886,-45.216,-48.387
640.0,-25.162,-30.445,-36.650,-39.816,-42.560,-45.183
641.0,-22.656,-28.251,-34.040,-36.930,-39.339,-41.735
642.0,-22.707,-27.734,-34.319,-37.353,-40.129,-42.638
643.0,-24.433,-27.634,-36.778,-39.928,-42.832,-45.993
644.0,-23.317,-28.064,-35.451,-39.279,-42.807,-45.864
645.0,-22.009,-26.380,-33.816,-37.651,-41.470,-44.686
646.0,-22.034,-26.700,-33.378,-37.040,-40.421,-43.459
647.0,-22.059,-26.746,-34.320,-38.591,-42.345,-45.407
648.0,-17.891,-23.285,-30.433,-34.233,-37.446,-40.436
649.0,-16.443,-21.516,-28.272,-31.855,-35.257,-38.260
650.0,-20.167,-24.313,-32.254,-35.419,-38.201,-41.154
651.0,-19.298,-24.342,-31.667,-35.068,-38.674,-41.791
652.0,-19.220,-24.544,-32.868,-36.662,-40.373,-43.607
653.0,-18.696,-23.334,-31.010,-35.007,-38.503,-41.311
654.0,-19.664,-24.772,-31.692,-35.391,-38.566,-41.197
655.0,-17.778,-24.014,-29.626,-32.489,-35.911,-38.857
656.0,-20.481,-25.132,-32.596,-35.633,-38.493,-41.047
657.0,-19.801,-22.882,-29.851,-32.821,-35.849,-38.177
658.0,-20.237,-23.352,-30.021,-33.079,-36.226,-38.787
659.0,-19.931,-24.043,-31.703,-34.567,-37.702,-40.576
660.0,-18.752,-23.940,-30.885,-34.501,-37.792,-40.455
661.0,-22.126,-26.761,-33.948,-37.399,-40.416,-43.135
662.0,-21.464,-25.659,-32.891,-36.075,-39.109,-41.906
663.0,-20.476,-25.230,-32.147,-35.183,-38.368,-41.163
664.0,-19.350,-23.651,-30.822,-34.141,-37.278,-40.323
665.0,-18.553,-22.863,-29.966,-33.589,-37.012,-40.074
666.0,-17.842,-22.735,-29.042,-32.507,-35.590,-38.334
667.0,-19.885,-24.550,-31.872,-35.791,-39.002,-41.772
668.0,-20.654,-25.215,-33.322,-37.509,-40.795,-43.599
669.0,-19.795,-23.678,-31.790,-35.415,-39.033,-42.103
670.0,-16.895,-20.667,-28.571,-32.111,-35.378,-38.045
671.0,-18.260,-22.784,-30.320,-34.118,-37.632,-40.621
672.0,-20.710,-24.820,-33.866,-37.665,-41.009,-43.527
673.0,-19.481,-24.329,-32.346,-36.044,-39.228,-42.074
674.0,-25.398,-29.701,-38.650,-42.455,-45.754,-48.241
675.0,-28.525,-32.445,-41.185,-44.452,-47.612,-50.139
676.0,-38.222,-43.726,-53.294,-58.402,-62.347,-65.203
677.0,-36.253,-41.268,-50.419,-55.578,-59.439,-62.480
678.0,-34.558,-39.174,-47.577,-52.347,-56.244,-58.676
679.0,-35.587,-39.525,-48.677,-53.152,-56.902,-59.442
680.0,-34.528,-39.216,-48.834,-53.539,-57.203,-60.112
681.0,-34.601,-39.887,-49.185,-53.907,-57.378,-59.198
682.0,-35.161,-39.580,-49.417,-53.745,-58.004,-61.166
683.0,-37.044,-40.827,-51.289,-55.593,-59.720,-62.308
684.0,-35.737,-40.650,-49.518,-53.548,-57.469,-60.614
685.0,-32.989,-38.196,-45.071,-48.776,-52.210,-55.254
686.0,-34.096,-40.226,-48.636,-53.719,-57.756,-60.740
687.0,-33.751,-38.743,-46.949,-50.441,-54.055,-57.324
688.0,-36.040,-38.826,-44.765,-48.831,-52.480,-55.032
689.0,-32.752,-37.341,-44.274,-47.878,-51.394,-53.611
690.0,-31.197,-35.383,-43.023,-46.196,-49.848,-52.430
691.0,-32.963,-38.269,-47.264,-51.494,-55.746,-58.718
692.0,-37.010,-40.113,-49.542,-53.884,-57.361,-60.222
693.0,-29.453,-34.467,-42.851,-47.160,-51.107,-54.298
694.0,-27.275,-32.232,-41.121,-45.554,-48.862,-52.437
695.0,-31.107,-36.059,-43.962,-47.721,-51.166,-54.404
696.0,-29.284,-34.167,-41.502,-45.440,-48.893,-52.076
697.0,-27.191,-32.144,-38.967,-42.198,-44.936,-47.649
698.0,-27.478,-31.254,-38.903,-41.973,-45.020,-47.853
699.0,-29.035,-32.714,-40.488,-43.840,-47.218,-49.800
700.0,-33.672,-36.559,-45.679,-49.353,-52.640,-54.906
701.0,-32.786,-36.241,-44.854,-48.620,-51.521,-53.779
702.0,-32.272,-36.820,-43.491,-46.845,-49.777,-52.255
703.0,-34.724,-38.416,-46.035,-49.523,-52.814,-55.544
704.0,-34.988,-37.900,-45.087,-48.751,-52.250,-54.647
705.0,-31.749,-35.601,-44.287,-47.996,-51.484,-54.083
706.0,-31.157,-35.533,-45.084,-48.462,-50.968,-52.647
707.0,-33.908,-36.979,-44.098,-47.516,-50.519,-52.841
708.0,-30.308,-35.994,-43.316,-47.160,-50.579,-53.354
709.0,-30.704,-34.957,-42.863,-45.724,-48.373,-50.091
710.0,-31.516,-34.576,-41.502,-43.765,-46.754,-48.253
711.0,-31.915,-36.272,-43.257,-46.708,-49.974,-52.571
712.0,-30.244,-34.731,-42.428,-45.570,-48.802,-51.399
713.0,-26.942,-32.092,-39.877,-43.260,-46.111,-48.711
714.0,-29.882,-33.864,-41.619,-45.953,-49.443,-52.233
715.0,-29.071,-33.133,-41.154,-44.511,-47.497,-50.261
716.0,-29.128,-33.136,-40.992,-44.237,-47.414,-50.297
717.0,-29.489,-33.540,-41.423,-44.817,-48.014,-51.064
718.0,-30.913,-35.374,-44.433,-48.908,-53.107,-56.453
719.0,-31.954,-36.782,-45.578,-50.280,-54.355,-57.553
720.0,-32.586,-37.281,-45.322,-49.316,-52.661,-55.738
721.0,-32.374,-35.926,-45.165,-49.665,-53.363,-56.444
722.0,-32.805,-36.851,-44.196,-47.984,-51.454,-54.560
723.0,-34.744,-39.376,-48.811,-52.303,-55.694,-59.332
724.0,-38.643,-43.003,-52.471,-56.412,-59.779,-62.899
725.0,-35.339,-39.679,-48.503,-52.774,-56.561,-60.069
726.0,-37.022,-41.388,-50.820,-54.883,-58.518,-61.339
727.0,-34.121,-38.314,-46.770,-50.612,-54.341,-57.719
728.0,-46.457,-50.711,-63.811,-68.779,-70.963,-73.068
729.0,-40.258,-45.138,-56.678,-60.272,-64.336,-66.962
730.0,-40.402,-46.136,-55.278,-59.177,-62.992,-65.849
731.0,-39.206,-44.389,-54.077,-57.838,-61.067,-63.710
732.0,-42.477,-46.234,-56.779,-61.547,-64.637,-67.009
733.0,-44.241,-46.917,-54.998,-59.749,-62.547,-64.848
734.0,-36.466,-41.014,-50.625,-54.512,-57.172,-59.905
735.0,-42.735,-47.260,-59.120,-63.431,-66.071,-67.868
736.0,-38.955,-43.468,-54.283,-58.931,-62.146,-65.290
737.0,-43.844,-47.983,-60.745,-64.989,-67.089,-69.872
738.0,-42.018,-46.903,-58.144,-62.782,-66.135,-69.110
739.0,-39.705,-46.645,-54.797,-58.312,-61.821,-64.150
740.0,-44.220,-49.054,-60.103,-64.345,-66.703,-68.892
741.0,-42.154,-46.484,-57.732,-62.544,-64.870,-68.504
742.0,-44.725,-49.040,-60.884,-66.153,-67.199,-70.167
743.0,-41.390,-45.785,-57.141,-61.515,-64.109,-66.514
744.0,-42.651,-46.770,-57.378,-61.722,-64.161,-66.902
745.0,-38.765,-43.075,-54.278,-58.453,-61.270,-64.036
746.0,-39.305,-43.354,-53.617,-57.498,-60.933,-63.846
747.0,-42.516,-46.623,-57.419,-61.294,-64.902,-67.493
748.0,-43.472,-47.832,-57.771,-61.925,-65.219,-68.302
749.0,-47.682,-51.815,-61.947,-66.445,-69.184,-71.229
750.0,-51.341,-55.682,-65.644,-69.835,-71.861,-74.136
751.0,-49.384,-53.452,-63.272,-67.993,-68.206,-71.459
752.0,-51.170,-55.068,-64.454,-69.559,-69.321,-72.388
753.0,-52.088,-55.931,-65.896,-70.428,-70.185,-73.455
754.0,-51.479,-55.754,-65.343,-70.923,-71.630,-74.347
755.0,-67.773,-66.580,-75.402,-77.738,-78.395,-79.854
756.0,-67.930,-67.985,-74.385,-78.475,-78.617,-79.789
757.0,-69.009,-66.873,-77.052,-81.455,-81.026,-82.848
758.0,-25.241,-30.164,-37.449,-40.663,-43.593,-46.346
759.0,-19.524,-24.660,-31.364,-35.032,-38.615,-41.722
760.0,-22.372,-26.179,-34.681,-38.371,-41.812,-44.693
761.0,-20.110,-25.363,-32.850,-35.947,-39.213,-42.268
762.0,-20.917,-24.928,-33.564,-36.966,-40.126,-42.713
763.0,-21.999,-27.179,-34.936,-38.634,-41.649,-44.530
764.0,-19.162,-23.605,-30.599,-33.732,-36.720,-39.513
765.0,-20.233,-25.476,-32.315,-36.116,-39.785,-42.817
766.0,-19.766,-24.555,-32.327,-35.990,-39.851,-42.873
767.0,-20.275,-24.756,-31.621,-34.979,-38.386,-41.455
768.0,-21.884,-25.974,-33.911,-38.099,-41.865,-44.750
769.0,-21.264,-26.454,-33.398,-36.572,-39.675,-42.441
770.0,-22.968,-26.940,-35.209,-38.808,-42.760,-45.472
771.0,-23.602,-27.769,-37.233,-40.882,-44.403,-47.106
772.0,-21.933,-27.126,-35.880,-39.831,-43.574,-46.577
773.0,-22.302,-26.739,-35.004,-38.655,-42.162,-45.234
774.0,-22.496,-26.924,-35.189,-38.885,-42.241,-45.370
775.0,-24.819,-28.621,-37.436,-41.393,-44.958,-47.808
776.0,-28.997,-33.161,-41.428,-45.203,-49.095,-52.592
777.0,-26.530,-31.471,-38.736,-42.257,-45.466,-48.483
778.0,-28.685,-32.062,-41.505,-44.930,-49.083,-51.570
779.0,-29.887,-34.229,-43.692,-47.597,-51.104,-53.766
780.0,-29.464,-35.124,-43.919,-47.722,-51.452,-54.299
781.0,-29.589,-34.377,-43.571,-47.300,-50.677,-53.407
782.0,-30.992,-35.268,-43.839,-47.452,-50.940,-53.909
783.0,-31.937,-36.903,-45.803,-49.861,-52.861,-54.670
784.0,-29.565,-34.855,-42.525,-46.302,-49.337,-51.862
785.0,-26.045,-30.476,-38.758,-42.565,-45.972,-49.129
786.0,-26.535,-31.739,-39.354,-42.962,-46.310,-49.844
787.0,-30.132,-35.330,-43.031,-46.635,-49.927,-53.010
788.0,-26.887,-31.391,-40.244,-43.750,-47.097,-50.094
789.0,-22.806,-27.138,-35.763,-39.721,-43.553,-46.528
790.0,-21.572,-25.850,-34.020,-37.634,-41.505,-44.713
791.0,-21.768,-25.607,-34.117,-38.032,-41.581,-44.121
792.0,-19.843,-24.148,-31.627,-35.415,-38.954,-41.830
793.0,-20.639,-25.274,-32.020,-35.558,-38.646,-41.547
794.0,-23.164,-27.222,-35.488,-39.343,-42.996,-45.988
795.0,-24.993,-29.137,-37.763,-41.622,-45.296,-48.372
796.0,-26.838,-31.417,-40.250,-44.208,-47.769,-50.608
797.0,-31.779,-37.304,-46.991,-51.000,-54.449,-57.542
798.0,-36.661,-41.868,-52.062,-56.384,-59.734,-62.260
799.0,-31.774,-37.110,-46.625,-50.231,-53.510,-55.933
800.0,-26.949,-31.648,-40.725,-44.497,-48.062,-51.224
801.0,-29.690,-34.264,-44.034,-48.225,-51.832,-55.262
802.0,-25.389,-30.039,-39.079,-42.862,-46.366,-49.191
803.0,-26.821,-30.531,-40.353,-44.597,-48.020,-50.451
804.0,-27.578,-31.530,-39.998,-42.954,-46.149,-49.337
805.0,-27.273,-30.794,-40.467,-44.642,-47.889,-50.475
806.0,-28.947,-33.149,-40.854,-43.978,-47.007,-49.544
807.0,-28.457,-33.209,-42.582,-46.434,-49.902,-52.733
808.0,-23.168,-27.915,-37.116,-41.135,-44.537,-47.769
809.0,-26.526,-31.198,-41.325,-45.558,-48.987,-51.892
810.0,-21.568,-26.333,-34.819,-38.217,-41.267,-44.152
811.0,-24.742,-29.825,-37.566,-41.149,-44.567,-47.574
812.0,-23.148,-28.162,-35.562,-38.937,-42.253,-45.391
