t_start_s,order0_dBFS,order1_dBFS,order2_dBFS,order3_dBFS
791.0,-21.767,-25.621,-27.215,-30.443
792.0,-19.858,-24.176,-26.040,-28.417
793.0,-20.659,-25.309,-26.734,-29.119
794.0,-23.210,-27.261,-28.630,-31.754
795.0,-25.034,-29.164,-31.910,-33.522
796.0,-26.880,-31.504,-33.760,-35.386
797.0,-31.842,-37.425,-38.682,-40.350
798.0,-36.730,-41.962,-43.504,-45.220
799.0,-31.847,-37.200,-38.632,-40.322
800.0,-27.012,-31.770,-33.981,-35.434
801.0,-29.756,-34.315,-36.528,-38.232
802.0,-25.448,-30.121,-32.419,-33.903
803.0,-26.869,-30.549,-32.497,-35.337
804.0,-27.633,-31.593,-34.365,-36.139
805.0,-27.318,-30.812,-33.107,-35.764
806.0,-29.003,-33.235,-34.611,-37.540
807.0,-28.519,-33.298,-35.352,-36.979
808.0,-23.223,-28.097,-29.905,-31.684
809.0,-26.583,-31.275,-33.539,-35.038
810.0,-21.622,-26.525,-28.017,-30.066
811.0,-24.792,-29.864,-31.802,-33.280
812.0,-23.200,-28.190,-30.151,-31.675
813.0,-25.339,-29.778,-32.252,-33.823
814.0,-26.050,-30.267,-32.828,-34.505
815.0,-27.499,-31.554,-34.446,-35.954
816.0,-25.928,-30.238,-32.872,-34.365
817.0,-25.059,-29.448,-32.220,-33.478
818.0,-24.118,-28.540,-31.499,-32.563
819.0,-22.389,-27.818,-30.250,-30.695
820.0,-21.641,-26.900,-28.410,-30.061
821.0,-20.167,-24.993,-27.661,-28.632
822.0,-20.386,-24.735,-27.093,-28.769
823.0,-20.145,-25.784,-28.035,-28.706
824.0,-20.756,-25.498,-27.446,-29.373
825.0,-23.171,-27.660,-29.883,-31.510
826.0,-24.933,-29.713,-31.588,-33.347
827.0,-23.926,-28.489,-30.684,-32.389
828.0,-24.446,-29.017,-31.236,-32.924
829.0,-21.732,-25.730,-28.426,-30.122
830.0,-21.583,-26.922,-28.850,-30.241
831.0,-21.779,-26.842,-28.488,-30.369
832.0,-21.051,-26.480,-29.056,-29.337
833.0,-22.474,-27.123,-29.121,-30.958
834.0,-21.740,-26.927,-28.472,-30.179
835.0,-22.938,-27.477,-29.944,-31.399
836.0,-22.943,-27.581,-29.605,-31.468
837.0,-33.364,-38.057,-39.867,-41.839
838.0,-34.647,-38.095,-41.006,-43.163
839.0,-33.091,-36.916,-37.523,-41.770
840.0,-31.882,-36.299,-38.113,-40.297
841.0,-31.056,-36.141,-40.028,-39.632
842.0,-30.579,-34.315,-36.854,-39.263
843.0,-27.880,-33.072,-34.285,-36.296
844.0,-28.629,-33.694,-35.267,-37.345
845.0,-27.807,-31.329,-34.689,-36.260
846.0,-26.292,-31.164,-31.779,-34.855
847.0,-31.239,-35.107,-36.279,-39.801
848.0,-32.610,-37.137,-37.319,-41.185
849.0,-30.161,-35.003,-37.443,-38.667
850.0,-30.465,-35.193,-37.284,-38.897
851.0,-30.339,-33.600,-37.224,-38.779
852.0,-34.487,-37.405,-41.226,-42.878
853.0,-34.641,-39.825,-41.435,-43.062
854.0,-37.922,-42.375,-43.447,-46.343
855.0,-35.923,-38.519,-42.295,-44.277
856.0,-31.409,-35.624,-38.507,-40.109
857.0,-28.377,-34.100,-36.067,-36.927
858.0,-26.810,-32.738,-34.407,-35.179
859.0,-28.857,-33.929,-36.015,-37.473
860.0,-30.356,-35.364,-38.374,-38.780
861.0,-27.159,-32.206,-33.675,-35.557
862.0,-22.991,-27.637,-30.330,-31.640
863.0,-24.552,-29.209,-30.924,-32.681
864.0,-24.809,-29.580,-31.207,-33.395
865.0,-25.205,-29.780,-31.311,-33.797
866.0,-27.297,-33.205,-34.538,-35.893
867.0,-29.721,-33.100,-35.688,-38.453
868.0,-31.484,-34.531,-37.231,-40.048
869.0,-32.024,-34.394,-37.532,-40.654
870.0,-31.396,-37.158,-38.694,-39.751
871.0,-30.988,-35.439,-38.218,-39.477
872.0,-29.842,-33.974,-36.148,-38.278
873.0,-33.515,-38.259,-40.136,-41.904
874.0,-33.883,-38.227,-38.616,-42.474
875.0,-34.401,-38.802,-40.945,-42.892
876.0,-32.359,-36.593,-40.569,-40.880
877.0,-31.287,-35.622,-37.994,-39.955
878.0,-29.269,-35.071,-35.736,-37.706
879.0,-30.473,-35.799,-37.369,-39.213
880.0,-30.991,-33.871,-37.644,-39.374
881.0,-28.585,-33.868,-34.168,-37.153
882.0,-31.304,-35.692,-35.820,-39.964
883.0,-32.464,-37.091,-38.743,-40.904
884.0,-31.151,-35.401,-38.333,-39.725
885.0,-30.743,-34.488,-37.477,-39.191
886.0,-32.815,-36.452,-39.835,-41.224
887.0,-37.644,-40.150,-43.737,-46.086
888.0,-39.110,-43.855,-46.612,-47.504
889.0,-42.560,-46.713,-48.213,-50.990
890.0,-43.709,-48.408,-49.903,-52.121
891.0,-38.655,-44.170,-46.157,-47.261
892.0,-36.421,-41.233,-43.097,-44.922
893.0,-35.014,-40.709,-42.801,-43.462
894.0,-36.328,-40.558,-42.337,-44.760
895.0,-35.651,-40.781,-42.504,-44.086
896.0,-33.651,-38.575,-40.337,-42.151
897.0,-32.389,-36.527,-39.328,-40.886
898.0,-31.376,-35.501,-37.227,-39.754
899.0,-32.910,-37.878,-39.491,-41.522
900.0,-34.139,-38.873,-41.077,-42.766
901.0,-32.638,-37.093,-38.447,-40.932
902.0,-33.069,-37.675,-39.343,-41.499
903.0,-31.013,-35.887,-37.057,-39.500
904.0,-30.315,-35.548,-36.924,-38.755
905.0,-27.410,-32.662,-33.484,-35.906
906.0,-30.666,-35.190,-37.518,-39.143
907.0,-30.126,-35.487,-37.076,-38.583
908.0,-31.863,-36.855,-38.849,-40.358
909.0,-34.124,-38.208,-40.835,-42.602
910.0,-31.679,-36.346,-38.258,-40.132
911.0,-29.816,-34.467,-37.014,-38.240
912.0,-30.351,-35.260,-37.491,-38.807
913.0,-28.749,-33.394,-34.475,-37.256
914.0,-25.288,-31.041,-32.742,-33.691
915.0,-24.973,-29.530,-30.996,-33.408
916.0,-22.311,-26.668,-28.418,-30.800
917.0,-23.814,-30.054,-33.038,-32.098
918.0,-34.338,-37.679,-41.347,-42.629
919.0,-31.450,-34.903,-38.016,-39.936
920.0,-34.829,-39.248,-41.670,-43.320
921.0,-39.213,-44.019,-46.265,-47.686
922.0,-33.144,-37.806,-39.836,-41.705
923.0,-32.610,-36.188,-39.378,-41.115
924.0,-28.612,-33.266,-35.443,-37.087
925.0,-27.974,-33.340,-35.267,-36.369
926.0,-28.434,-33.317,-35.623,-36.899
927.0,-26.182,-30.443,-32.024,-34.667
928.0,-22.494,-28.152,-30.257,-30.951
929.0,-20.232,-25.350,-26.910,-28.694
930.0,-22.122,-28.534,-30.275,-30.614
931.0,-21.582,-27.139,-28.736,-29.959
932.0,-20.345,-25.903,-27.291,-28.874
933.0,-21.477,-27.173,-28.550,-30.282
934.0,-20.302,-25.480,-27.275,-28.905
935.0,-21.338,-26.424,-27.861,-30.154
936.0,-20.457,-25.214,-27.353,-29.010
937.0,-21.370,-25.424,-26.884,-29.867
938.0,-20.370,-24.921,-27.085,-28.810
939.0,-22.246,-26.634,-29.388,-30.817
940.0,-21.647,-27.058,-28.528,-30.386
941.0,-20.088,-25.098,-27.428,-28.839
942.0,-22.183,-27.382,-29.255,-30.990
943.0,-19.731,-25.618,-27.623,-28.398
944.0,-20.590,-25.423,-27.247,-29.085
945.0,-19.402,-24.370,-26.130,-27.928
946.0,-19.970,-25.041,-26.684,-28.458
947.0,-20.608,-26.054,-28.230,-29.063
948.0,-20.696,-25.421,-28.080,-29.081
949.0,-21.653,-26.867,-28.788,-29.957
950.0,-20.953,-24.891,-26.276,-29.739
951.0,-20.547,-25.205,-26.680,-29.094
952.0,-19.843,-24.260,-26.138,-28.407
953.0,-20.183,-24.007,-26.703,-28.482
954.0,-20.291,-24.474,-26.731,-28.739
955.0,-19.823,-24.708,-26.378,-28.415
956.0,-21.630,-25.197,-28.486,-29.909
957.0,-18.749,-23.817,-25.391,-27.266
958.0,-18.456,-23.162,-26.712,-26.690
959.0,-18.836,-22.694,-25.413,-27.276
960.0,-17.259,-21.926,-23.840,-25.616
961.0,-17.085,-21.043,-22.524,-25.600
962.0,-16.883,-22.447,-23.805,-25.421
963.0,-18.582,-22.612,-23.884,-26.909
964.0,-20.357,-24.741,-26.792,-28.395
965.0,-18.190,-23.312,-25.009,-26.711
966.0,-18.592,-23.479,-25.187,-27.092
967.0,-18.341,-22.549,-25.051,-26.833
968.0,-19.200,-23.683,-25.141,-27.700
969.0,-18.741,-24.197,-25.731,-27.174
970.0,-18.986,-23.851,-25.712,-27.552
971.0,-22.738,-26.184,-29.371,-31.019
972.0,-20.880,-26.000,-27.572,-29.484
973.0,-22.082,-26.716,-28.857,-30.816
974.0,-18.809,-24.002,-26.696,-27.089
975.0,-18.105,-23.226,-23.917,-26.578
976.0,-19.178,-23.279,-25.709,-27.657
977.0,-15.754,-20.714,-22.923,-24.207
978.0,-17.414,-21.690,-24.140,-25.922
979.0,-23.896,-28.597,-30.725,-32.417
980.0,-52.724,-55.908,-58.868,-61.229
981.0,-67.838,-66.492,-74.914,-76.112
982.0,-69.371,-66.317,-76.314,-77.648
983.0,-70.316,-68.210,-77.226,-78.628
