t_start_s,order0_dBFS,order1_dBFS,order2_dBFS,order3_dBFS
150.0,-25.014,-29.298,-31.837,-33.379
151.0,-25.621,-30.280,-33.868,-34.030
152.0,-26.146,-30.542,-34.845,-34.504
153.0,-37.042,-42.022,-43.798,-45.447
154.0,-46.834,-52.317,-53.191,-55.247
155.0,-32.789,-36.602,-38.365,-41.477
156.0,-26.725,-31.773,-32.783,-35.571
157.0,-23.144,-27.169,-27.941,-31.900
158.0,-21.030,-26.559,-28.148,-29.478
159.0,-22.109,-27.899,-30.240,-30.532
160.0,-23.458,-28.213,-29.164,-31.869
161.0,-30.082,-34.233,-34.548,-38.646
162.0,-26.568,-30.383,-33.869,-34.931
163.0,-24.443,-28.577,-32.140,-32.837
164.0,-32.744,-37.143,-39.729,-41.191
165.0,-24.839,-30.178,-31.817,-33.249
166.0,-30.435,-34.941,-37.708,-38.826
167.0,-50.227,-55.306,-57.671,-58.556
168.0,-37.811,-41.727,-44.367,-46.260
169.0,-33.916,-40.252,-41.472,-42.300
170.0,-38.511,-44.403,-45.453,-46.923
171.0,-45.874,-50.299,-52.463,-54.400
172.0,-39.312,-43.482,-46.090,-47.776
173.0,-42.078,-46.232,-48.672,-50.508
174.0,-55.912,-54.776,-62.196,-64.375
175.0,-69.457,-68.367,-76.253,-77.740
176.0,-70.718,-68.064,-77.553,-78.927
177.0,-42.999,-48.448,-50.148,-51.489
178.0,-41.315,-46.024,-48.583,-49.779
179.0,-38.674,-43.827,-45.697,-47.111
180.0,-34.015,-39.468,-41.613,-42.463
181.0,-32.538,-37.746,-39.620,-41.024
182.0,-33.575,-38.250,-41.521,-41.972
183.0,-33.737,-38.301,-42.185,-42.121
184.0,-31.585,-35.952,-38.653,-40.118
185.0,-32.488,-37.757,-40.206,-40.896
186.0,-33.294,-37.903,-40.566,-41.717
187.0,-29.895,-34.586,-37.184,-38.364
188.0,-30.059,-33.737,-36.420,-38.515
189.0,-28.758,-32.634,-36.065,-37.146
190.0,-28.245,-32.091,-32.962,-36.902
191.0,-29.113,-33.080,-33.884,-37.686
192.0,-30.606,-35.642,-37.007,-39.021
193.0,-33.535,-37.554,-40.036,-42.041
194.0,-34.256,-37.547,-39.873,-42.736
195.0,-35.611,-39.530,-41.909,-44.071
196.0,-36.804,-40.625,-43.549,-45.275
197.0,-36.651,-41.635,-43.505,-45.132
198.0,-35.147,-40.196,-43.212,-43.544
199.0,-34.435,-40.606,-41.936,-42.779
200.0,-32.766,-38.045,-40.197,-41.133
201.0,-31.255,-35.108,-38.223,-39.733
202.0,-28.782,-34.112,-37.165,-37.128
203.0,-29.306,-34.846,-36.693,-37.676
204.0,-27.440,-30.846,-34.351,-35.913
205.0,-26.395,-31.336,-34.685,-34.766
206.0,-27.252,-32.366,-35.192,-35.704
207.0,-24.933,-30.484,-32.210,-33.407
208.0,-26.679,-30.193,-32.139,-35.154
209.0,-25.557,-30.762,-33.954,-33.921
210.0,-24.818,-30.192,-32.235,-33.282
211.0,-30.628,-35.595,-37.415,-39.086
212.0,-39.231,-41.321,-42.724,-47.742
213.0,-34.461,-37.992,-41.075,-42.904
214.0,-31.224,-36.454,-37.791,-39.667
215.0,-33.598,-37.494,-40.497,-42.015
216.0,-31.517,-35.806,-37.980,-39.978
217.0,-27.139,-32.238,-34.070,-35.558
218.0,-30.526,-33.773,-37.286,-38.972
219.0,-27.235,-32.238,-33.771,-35.696
220.0,-27.727,-31.850,-34.525,-36.155
221.0,-29.586,-33.612,-37.287,-37.969
222.0,-37.093,-41.083,-44.560,-45.534
223.0,-40.207,-43.850,-48.137,-48.591
224.0,-34.454,-38.225,-41.756,-42.870
225.0,-33.139,-34.678,-39.396,-41.657
226.0,-32.838,-36.983,-39.491,-41.287
227.0,-33.214,-36.676,-40.335,-41.628
228.0,-31.726,-33.316,-38.184,-40.258
229.0,-29.651,-33.530,-35.883,-38.098
230.0,-28.941,-32.777,-36.308,-37.379
231.0,-28.195,-30.629,-34.366,-36.700
232.0,-25.549,-29.848,-32.382,-34.013
233.0,-24.613,-29.375,-31.144,-33.050
234.0,-24.717,-31.362,-32.026,-33.105
235.0,-25.720,-30.840,-32.277,-34.163
236.0,-27.345,-30.857,-33.627,-35.796
237.0,-28.340,-32.171,-34.932,-36.825
238.0,-25.230,-30.745,-34.050,-33.586
239.0,-25.326,-31.311,-34.430,-33.673
240.0,-28.296,-32.535,-35.102,-36.742
241.0,-33.638,-37.289,-40.949,-42.067
242.0,-36.568,-38.783,-43.431,-45.016
243.0,-34.644,-38.633,-41.782,-43.084
244.0,-37.753,-41.184,-44.480,-46.220
245.0,-36.692,-42.147,-44.501,-45.076
246.0,-36.889,-40.495,-43.944,-45.347
247.0,-31.923,-37.058,-39.688,-40.333
248.0,-31.112,-35.927,-39.072,-39.497
249.0,-32.974,-37.229,-39.599,-41.384
250.0,-33.951,-39.048,-40.711,-42.407
251.0,-31.990,-38.344,-38.986,-40.399
252.0,-26.979,-32.889,-33.881,-35.414
253.0,-31.309,-35.542,-38.580,-39.699
254.0,-30.687,-36.406,-37.579,-39.124
255.0,-32.674,-38.055,-39.495,-41.083
256.0,-36.759,-40.946,-43.365,-45.200
257.0,-34.747,-39.311,-42.392,-43.271
258.0,-35.480,-41.042,-42.993,-43.920
259.0,-37.415,-41.113,-44.377,-45.816
260.0,-36.548,-41.429,-43.445,-44.995
261.0,-30.617,-36.573,-37.610,-39.025
262.0,-28.293,-33.841,-35.049,-36.732
263.0,-29.339,-33.308,-36.671,-37.713
264.0,-29.954,-34.497,-37.001,-38.397
265.0,-37.630,-41.498,-45.335,-46.084
266.0,-34.972,-39.262,-40.878,-43.420
267.0,-36.233,-39.749,-43.357,-44.663
268.0,-34.646,-38.910,-41.252,-43.054
269.0,-36.777,-39.554,-43.195,-45.214
270.0,-36.447,-39.815,-43.346,-44.825
271.0,-34.341,-37.106,-41.406,-42.807
272.0,-29.995,-34.107,-37.197,-38.473
273.0,-27.878,-32.091,-35.026,-36.306
274.0,-27.544,-32.252,-34.578,-36.043
275.0,-27.090,-32.137,-34.946,-35.490
276.0,-30.062,-33.356,-37.315,-38.494
277.0,-32.089,-35.466,-38.891,-40.543
278.0,-31.779,-35.208,-38.923,-40.211
279.0,-33.961,-37.756,-40.969,-42.393
280.0,-33.455,-36.369,-40.821,-41.856
281.0,-29.794,-33.022,-37.323,-38.166
282.0,-27.837,-32.284,-36.151,-36.197
283.0,-28.920,-33.338,-37.368,-37.272
284.0,-30.764,-34.278,-37.644,-39.197
285.0,-29.504,-33.920,-36.371,-37.948
286.0,-26.510,-31.017,-33.171,-34.943
287.0,-25.217,-30.463,-32.712,-33.610
288.0,-27.485,-31.938,-33.139,-35.932
289.0,-26.602,-29.785,-31.863,-35.117
290.0,-23.598,-28.246,-29.580,-32.083
291.0,-25.194,-29.602,-31.956,-33.609
292.0,-26.714,-30.634,-32.371,-35.199
293.0,-23.605,-28.422,-30.163,-32.043
294.0,-24.105,-27.446,-30.660,-32.604
295.0,-21.772,-26.249,-28.407,-30.163
296.0,-23.513,-28.231,-29.800,-32.828
297.0,-22.132,-26.504,-28.675,-30.621
298.0,-22.282,-26.482,-29.619,-30.706
299.0,-22.913,-27.155,-30.940,-31.276
300.0,-23.223,-27.231,-29.625,-31.680
301.0,-23.060,-27.337,-29.458,-31.534
302.0,-24.079,-28.245,-31.140,-32.527
303.0,-23.970,-28.694,-32.512,-32.304
304.0,-26.008,-29.351,-32.095,-34.491
305.0,-25.245,-29.368,-31.520,-33.663
306.0,-26.310,-29.860,-33.160,-34.741
307.0,-26.880,-31.511,-34.054,-35.305
308.0,-27.183,-31.252,-34.489,-35.637
309.0,-31.333,-34.792,-38.425,-39.774
310.0,-32.603,-37.454,-39.899,-41.054
311.0,-31.451,-36.956,-39.692,-39.813
312.0,-33.723,-37.302,-40.908,-42.173
313.0,-34.379,-37.393,-41.467,-42.843
314.0,-35.650,-40.040,-42.911,-44.092
315.0,-37.949,-41.899,-44.986,-46.422
316.0,-48.247,-53.724,-54.958,-56.726
317.0,-47.581,-50.813,-55.283,-56.015
318.0,-57.350,-59.386,-64.510,-65.847
319.0,-71.351,-68.924,-78.154,-79.541
320.0,-47.327,-52.714,-53.967,-55.780
321.0,-37.306,-39.318,-43.948,-45.844
322.0,-36.611,-38.559,-42.927,-45.065
323.0,-40.493,-46.252,-47.134,-48.941
324.0,-29.504,-33.278,-35.768,-37.964
325.0,-44.266,-45.663,-50.541,-52.734
326.0,-45.564,-49.749,-52.593,-53.986
327.0,-34.000,-39.927,-40.741,-42.420
328.0,-32.371,-37.519,-38.929,-40.824
329.0,-35.776,-36.460,-41.647,-44.349
330.0,-39.471,-40.445,-45.137,-47.968
331.0,-36.826,-40.801,-44.051,-45.255
332.0,-37.913,-39.731,-44.734,-46.358
333.0,-36.601,-39.053,-43.525,-45.072
334.0,-36.700,-40.307,-43.258,-45.186
335.0,-37.855,-43.030,-45.638,-46.269
336.0,-40.278,-45.510,-47.218,-48.750
337.0,-39.154,-43.385,-45.804,-47.669
338.0,-35.891,-39.478,-42.768,-44.270
339.0,-35.719,-36.658,-41.927,-44.225
340.0,-34.120,-37.938,-40.921,-42.575
341.0,-32.683,-34.912,-39.077,-41.184
342.0,-31.939,-35.950,-38.253,-40.384
343.0,-34.043,-38.216,-40.547,-42.515
344.0,-33.262,-36.492,-40.187,-41.632
345.0,-27.641,-33.101,-35.502,-35.966
346.0,-31.081,-35.184,-38.995,-39.454
347.0,-34.127,-36.530,-41.030,-42.648
348.0,-36.631,-39.018,-43.294,-45.113
349.0,-39.503,-41.770,-45.840,-47.955
350.0,-39.985,-42.371,-46.766,-48.484
351.0,-38.901,-42.842,-45.634,-47.348
352.0,-37.700,-40.226,-44.267,-46.208
353.0,-32.705,-35.639,-38.954,-41.206
354.0,-34.426,-37.361,-40.933,-42.931
355.0,-35.955,-39.661,-42.716,-44.458
356.0,-36.570,-40.877,-43.387,-45.066
357.0,-32.397,-34.963,-39.110,-40.899
358.0,-29.992,-33.533,-36.301,-38.497
359.0,-31.362,-34.352,-38.250,-39.770
360.0,-28.877,-34.614,-35.724,-37.317
361.0,-30.483,-35.823,-37.399,-38.942
362.0,-27.561,-33.601,-34.395,-35.965
363.0,-29.945,-32.753,-36.818,-38.354
364.0,-31.477,-35.676,-37.946,-39.997
365.0,-30.355,-34.611,-36.975,-38.822
366.0,-28.307,-33.770,-35.099,-36.790
367.0,-31.262,-35.254,-36.086,-39.733
368.0,-35.641,-39.171,-41.496,-44.156
369.0,-32.243,-35.878,-38.826,-40.784
370.0,-29.768,-35.783,-37.687,-38.144
371.0,-28.453,-33.504,-35.965,-36.879
372.0,-30.433,-35.509,-38.082,-38.797
373.0,-30.171,-33.765,-38.030,-38.522
374.0,-29.378,-34.811,-36.284,-37.824
375.0,-33.173,-35.775,-39.515,-41.661
376.0,-36.885,-40.723,-43.536,-45.376
377.0,-37.056,-39.449,-43.791,-45.525
378.0,-39.485,-42.588,-46.179,-47.937
379.0,-40.147,-42.459,-46.828,-48.614
380.0,-39.983,-46.508,-47.069,-48.462
381.0,-39.903,-45.930,-46.737,-48.403
382.0,-42.905,-47.655,-49.658,-51.394
383.0,-39.065,-42.900,-45.860,-47.576
384.0,-39.275,-43.290,-46.084,-47.779
385.0,-35.847,-39.771,-42.564,-44.333
386.0,-35.055,-38.709,-41.918,-43.509
387.0,-34.592,-39.281,-40.390,-43.086
388.0,-36.344,-40.612,-42.187,-44.828
389.0,-33.703,-38.318,-38.600,-42.348
390.0,-33.946,-37.894,-40.491,-42.409
391.0,-37.441,-42.323,-44.644,-45.887
392.0,-39.030,-42.559,-45.630,-47.519
393.0,-39.648,-44.129,-46.302,-48.142
394.0,-35.825,-40.396,-42.929,-44.365
395.0,-37.112,-41.290,-43.826,-45.589
396.0,-34.922,-39.712,-41.782,-43.403
397.0,-34.220,-38.021,-41.152,-42.719
398.0,-34.412,-39.113,-40.817,-42.901
399.0,-35.876,-39.946,-41.256,-44.338
400.0,-33.847,-37.924,-39.043,-42.403
401.0,-35.469,-39.637,-42.238,-43.934
402.0,-38.715,-44.077,-45.691,-47.149
403.0,-37.759,-42.084,-44.464,-46.256
404.0,-40.442,-44.652,-47.059,-48.921
405.0,-41.413,-45.785,-48.215,-49.897
406.0,-33.555,-37.985,-39.756,-41.988
407.0,-33.097,-37.669,-40.103,-41.693
408.0,-34.425,-38.462,-41.359,-42.957
409.0,-35.131,-40.199,-41.960,-43.711
410.0,-37.748,-41.367,-44.660,-46.215
411.0,-33.431,-38.776,-40.606,-41.849
412.0,-36.128,-41.040,-43.089,-44.580
413.0,-34.762,-37.621,-42.405,-43.133
414.0,-32.652,-37.836,-40.269,-41.046
415.0,-39.783,-43.597,-46.968,-48.236
416.0,-37.127,-41.136,-43.691,-45.580
417.0,-35.337,-40.394,-43.582,-43.759
418.0,-35.412,-39.705,-44.008,-43.758
419.0,-32.766,-38.261,-39.573,-41.210
420.0,-35.198,-39.405,-42.260,-43.618
421.0,-35.760,-39.462,-39.686,-44.390
422.0,-38.097,-40.439,-42.086,-46.576
423.0,-37.031,-41.760,-42.534,-45.603
424.0,-36.854,-41.136,-43.402,-45.371
425.0,-35.532,-40.316,-42.151,-44.056
426.0,-37.427,-42.148,-44.345,-45.894
427.0,-37.784,-43.323,-44.723,-46.255
428.0,-44.314,-48.171,-51.217,-52.770
429.0,-44.788,-49.847,-51.532,-53.295
430.0,-40.951,-44.813,-48.645,-49.483
431.0,-35.191,-38.993,-43.575,-43.491
432.0,-36.804,-39.338,-44.243,-45.175
433.0,-36.170,-41.602,-42.960,-44.587
434.0,-40.192,-45.142,-46.899,-48.689
435.0,-36.579,-40.850,-43.286,-45.022
436.0,-31.083,-36.159,-37.960,-39.514
437.0,-32.283,-37.190,-38.807,-40.760
438.0,-38.259,-41.347,-44.945,-46.766
439.0,-38.890,-44.291,-45.798,-47.409
440.0,-40.213,-42.634,-46.768,-48.729
441.0,-35.053,-37.027,-41.520,-43.560
442.0,-31.298,-36.292,-38.099,-39.723
443.0,-33.322,-38.294,-40.143,-41.764
444.0,-36.208,-41.643,-42.981,-44.718
445.0,-36.446,-42.219,-43.455,-44.928
446.0,-33.313,-36.136,-39.972,-41.825
447.0,-29.958,-34.603,-36.738,-38.377
448.0,-30.551,-35.129,-37.564,-38.953
449.0,-33.357,-36.398,-40.199,-41.799
450.0,-30.984,-35.435,-38.739,-39.360
451.0,-37.490,-42.366,-44.433,-45.915
452.0,-34.815,-38.814,-41.758,-43.221
453.0,-31.317,-37.732,-38.165,-39.712
454.0,-40.670,-46.509,-47.443,-49.119
455.0,-41.963,-47.329,-48.868,-50.435
456.0,-42.873,-48.017,-49.674,-51.328
457.0,-37.431,-40.045,-42.430,-45.907
458.0,-32.568,-37.504,-40.016,-41.225
459.0,-34.068,-38.308,-40.918,-42.632
460.0,-31.828,-35.597,-37.936,-40.606
461.0,-32.843,-35.839,-39.355,-41.272
462.0,-30.280,-35.946,-38.807,-38.617
463.0,-34.665,-38.452,-41.499,-43.167
464.0,-32.230,-36.667,-39.870,-41.012
465.0,-32.899,-37.231,-37.979,-41.534
466.0,-37.153,-41.234,-43.875,-45.669
467.0,-35.667,-39.679,-41.324,-44.236
468.0,-34.957,-38.100,-40.612,-43.364
469.0,-29.928,-34.405,-37.373,-38.604
470.0,-33.634,-37.433,-39.734,-42.296
471.0,-32.863,-37.732,-39.544,-41.346
472.0,-34.124,-36.391,-40.699,-42.505
473.0,-30.670,-35.776,-39.463,-39.003
474.0,-32.682,-36.922,-39.707,-41.232
475.0,-34.907,-38.645,-41.901,-43.571
476.0,-32.280,-36.257,-37.311,-40.860
477.0,-34.089,-39.013,-40.814,-42.570
478.0,-32.336,-37.331,-39.052,-40.801
479.0,-31.509,-35.034,-38.214,-39.981
480.0,-30.619,-34.566,-37.602,-39.308
481.0,-28.658,-34.093,-36.592,-37.041
482.0,-27.812,-34.047,-34.495,-36.250
483.0,-26.632,-31.953,-34.891,-34.975
484.0,-25.564,-29.846,-32.060,-34.297
485.0,-28.421,-32.612,-35.947,-37.065
486.0,-32.233,-36.170,-38.937,-40.672
487.0,-27.993,-34.486,-35.022,-36.437
488.0,-25.617,-30.876,-32.801,-34.234
489.0,-26.568,-31.343,-32.591,-35.006
490.0,-27.542,-31.679,-34.998,-36.047
491.0,-31.524,-35.870,-36.115,-40.212
492.0,-31.810,-35.814,-37.669,-40.420
493.0,-29.964,-35.498,-38.097,-38.323
494.0,-32.152,-37.395,-37.861,-40.694
495.0,-36.626,-41.023,-41.483,-45.198
496.0,-34.465,-38.750,-40.348,-43.012
497.0,-42.198,-45.055,-48.209,-50.746
498.0,-43.088,-47.545,-50.109,-51.527
499.0,-38.071,-41.855,-44.446,-46.589
500.0,-33.114,-36.901,-39.502,-41.602
501.0,-35.210,-38.735,-41.466,-43.732
502.0,-29.293,-34.008,-36.058,-37.732
503.0,-29.184,-34.016,-35.671,-37.621
504.0,-30.167,-35.019,-38.045,-38.490
505.0,-29.127,-36.009,-36.506,-37.481
506.0,-31.787,-34.939,-38.427,-40.248
507.0,-40.114,-42.865,-46.602,-48.604
508.0,-35.673,-40.168,-42.865,-44.094
509.0,-30.066,-34.662,-38.225,-38.408
510.0,-29.846,-35.790,-37.073,-38.228
511.0,-27.981,-32.698,-35.035,-36.476
512.0,-30.035,-33.433,-38.071,-38.396
513.0,-28.256,-32.858,-34.326,-36.739
514.0,-30.773,-35.170,-37.293,-39.267
515.0,-31.462,-33.922,-38.612,-39.859
516.0,-34.889,-39.799,-41.739,-43.319
517.0,-24.719,-29.834,-31.277,-33.225
518.0,-26.055,-30.956,-33.690,-34.471
519.0,-29.316,-32.854,-36.180,-37.787
520.0,-31.548,-35.897,-38.147,-40.102
521.0,-35.080,-39.155,-41.828,-43.566
522.0,-31.859,-35.993,-36.099,-40.519
523.0,-32.648,-35.623,-40.253,-41.032
524.0,-37.058,-40.242,-43.887,-45.498
525.0,-41.605,-45.409,-48.599,-50.072
526.0,-43.958,-48.097,-50.912,-52.418
527.0,-43.394,-45.446,-47.860,-51.926
528.0,-38.608,-40.907,-45.196,-47.058
529.0,-36.943,-41.075,-44.011,-45.373
530.0,-35.073,-39.310,-42.684,-43.478
531.0,-35.880,-40.617,-43.572,-44.298
532.0,-33.574,-37.610,-41.819,-41.936
533.0,-32.345,-35.739,-38.833,-40.804
534.0,-36.489,-40.075,-43.159,-44.969
535.0,-38.932,-43.142,-46.190,-47.367
536.0,-38.304,-43.047,-47.063,-46.660
537.0,-39.398,-42.305,-46.961,-47.783
538.0,-34.832,-40.288,-41.579,-43.245
539.0,-36.687,-38.998,-43.429,-45.115
540.0,-29.809,-34.113,-36.657,-38.211
541.0,-32.368,-36.416,-40.774,-40.711
542.0,-30.005,-34.161,-36.907,-38.430
543.0,-29.761,-33.651,-36.664,-38.153
544.0,-25.560,-31.189,-32.463,-33.984
545.0,-26.847,-31.481,-34.059,-35.226
546.0,-28.381,-31.789,-36.459,-36.710
547.0,-28.898,-31.050,-35.622,-37.313
548.0,-25.862,-30.350,-32.923,-34.263
549.0,-24.828,-29.288,-28.762,-33.463
550.0,-28.283,-32.842,-32.613,-36.857
551.0,-25.973,-31.075,-32.242,-34.403
552.0,-25.469,-29.382,-30.656,-33.913
553.0,-26.192,-29.314,-31.546,-34.633
554.0,-24.840,-29.187,-31.230,-33.275
555.0,-24.783,-29.385,-31.379,-33.307
556.0,-22.572,-26.033,-30.504,-30.959
557.0,-24.997,-28.077,-31.748,-33.384
558.0,-24.179,-27.610,-30.841,-32.636
559.0,-24.226,-28.392,-31.363,-32.640
560.0,-20.310,-25.271,-26.822,-28.785
561.0,-24.752,-27.689,-31.439,-33.178
562.0,-20.793,-24.835,-27.119,-29.237
563.0,-21.933,-24.487,-28.547,-30.419
564.0,-25.788,-29.446,-32.542,-34.262
565.0,-24.110,-28.174,-30.892,-32.621
566.0,-24.626,-27.567,-31.049,-32.972
567.0,-21.490,-27.212,-29.795,-29.817
568.0,-21.652,-27.122,-28.983,-30.069
569.0,-24.308,-28.186,-30.046,-32.863
570.0,-24.050,-27.876,-31.024,-32.408
571.0,-22.481,-27.583,-30.914,-30.803
572.0,-26.634,-30.607,-33.561,-35.100
573.0,-24.929,-28.539,-30.485,-33.393
574.0,-26.499,-30.161,-33.317,-34.936
575.0,-23.378,-26.885,-30.019,-31.761
576.0,-21.587,-26.704,-29.774,-29.918
577.0,-27.046,-31.281,-34.015,-35.530
578.0,-23.334,-28.874,-31.899,-31.682
579.0,-23.725,-27.878,-29.639,-32.293
