t_start_s,zm1_order0_dBFS,zm1_order1_dBFS,zm1_order2_dBFS,zm1_order3_dBFS,spcmic_order0_dBFS,spcmic_order1_dBFS,spcmic_order2_dBFS,spcmic_order3_dBFS,diff_order0_dB,diff_order1_dB,diff_order2_dB,diff_order3_dB
376.0,-37.515,-48.651,-64.607,-76.487,-38.896,-42.432,-45.863,-47.357,1.380,-6.219,-18.744,-29.130
377.0,-39.271,-50.359,-66.143,-77.221,-41.054,-45.504,-48.035,-49.513,1.783,-4.854,-18.108,-27.708
378.0,-29.230,-41.580,-56.841,-67.686,-37.499,-40.192,-44.376,-45.951,8.269,-1.388,-12.465,-21.735
379.0,-37.669,-48.246,-61.004,-71.224,-31.168,-36.189,-37.747,-39.697,-6.501,-12.057,-23.257,-31.527
380.0,-32.261,-42.191,-58.437,-67.562,-32.467,-36.687,-39.098,-41.016,0.206,-5.504,-19.339,-26.547
381.0,-34.543,-43.666,-59.788,-69.921,-35.454,-39.810,-42.443,-43.954,0.911,-3.855,-17.345,-25.967
382.0,-36.358,-46.993,-62.411,-72.362,-31.447,-35.865,-38.414,-39.913,-4.911,-11.129,-23.996,-32.449
383.0,-29.421,-39.556,-55.129,-65.116,-31.428,-35.578,-38.736,-39.877,2.007,-3.979,-16.392,-25.239
384.0,-33.991,-44.847,-59.978,-69.963,-32.008,-35.514,-39.084,-40.441,-1.983,-9.332,-20.894,-29.522
385.0,-35.265,-46.735,-61.510,-72.012,-30.433,-34.219,-37.469,-38.905,-4.832,-12.516,-24.041,-33.106
386.0,-31.209,-41.256,-57.448,-67.423,-34.645,-39.022,-41.471,-43.134,3.436,-2.234,-15.978,-24.288
387.0,-24.641,-37.277,-51.459,-60.035,-34.617,-39.577,-41.692,-43.068,9.976,2.300,-9.767,-16.967
388.0,-27.223,-38.672,-51.553,-59.427,-30.286,-35.325,-37.367,-38.734,3.062,-3.347,-14.185,-20.693
389.0,-30.861,-42.368,-56.555,-66.894,-33.016,-36.447,-39.806,-41.497,2.155,-5.921,-16.749,-25.398
390.0,-26.284,-36.805,-51.483,-58.996,-33.861,-37.631,-40.633,-42.350,7.577,0.826,-10.850,-16.646
391.0,-28.529,-37.627,-52.863,-61.241,-36.502,-41.093,-43.413,-44.972,7.972,3.466,-9.450,-16.270
392.0,-26.618,-35.999,-49.535,-58.017,-37.236,-41.993,-44.314,-45.716,10.617,5.994,-5.221,-12.302
393.0,-25.258,-34.747,-48.640,-56.313,-33.648,-38.234,-40.599,-42.125,8.390,3.487,-8.040,-14.188
394.0,-30.714,-40.644,-55.158,-64.290,-30.257,-34.731,-37.145,-38.733,-0.457,-5.913,-18.012,-25.557
395.0,-29.103,-39.797,-54.442,-61.966,-29.466,-33.908,-36.000,-37.966,0.363,-5.888,-18.442,-24.000
396.0,-26.818,-37.759,-54.159,-62.255,-30.703,-35.164,-37.723,-39.151,3.885,-2.594,-16.436,-23.104
397.0,-28.402,-37.612,-52.226,-61.674,-27.067,-31.336,-34.037,-35.531,-1.335,-6.275,-18.190,-26.143
398.0,-27.639,-38.728,-52.499,-62.206,-31.493,-34.732,-38.813,-39.909,3.854,-3.995,-13.686,-22.297
399.0,-31.371,-43.711,-59.881,-70.491,-30.258,-32.982,-37.506,-38.739,-1.113,-10.729,-22.375,-31.752
400.0,-31.639,-42.569,-58.899,-70.142,-26.778,-30.281,-33.585,-35.279,-4.860,-12.288,-25.314,-34.862
401.0,-29.213,-39.807,-56.271,-66.337,-31.921,-37.135,-38.623,-40.445,2.708,-2.672,-17.648,-25.892
402.0,-25.250,-35.918,-50.854,-58.914,-30.908,-35.569,-38.080,-39.364,5.657,-0.349,-12.773,-19.549
403.0,-24.410,-34.947,-48.492,-57.127,-31.460,-36.166,-38.816,-39.909,7.051,1.219,-9.676,-17.218
404.0,-27.008,-36.484,-51.369,-59.464,-34.089,-38.444,-40.798,-42.576,7.081,1.960,-10.571,-16.888
405.0,-22.433,-32.017,-46.317,-53.900,-33.086,-38.136,-40.195,-41.550,10.653,6.119,-6.123,-12.351
406.0,-27.245,-35.385,-49.468,-56.474,-32.921,-37.581,-39.721,-41.395,5.676,2.196,-9.747,-15.079
407.0,-27.556,-34.454,-49.860,-55.681,-30.158,-34.115,-37.056,-38.605,2.602,-0.339,-12.804,-17.076
408.0,-22.155,-31.562,-45.935,-52.251,-26.937,-31.999,-34.031,-35.369,4.781,0.438,-11.904,-16.882
409.0,-27.445,-39.271,-53.842,-62.046,-25.596,-30.342,-32.093,-34.103,-1.849,-8.929,-21.749,-27.942
410.0,-27.445,-36.352,-51.187,-58.975,-23.667,-28.204,-30.438,-32.208,-3.778,-8.148,-20.749,-26.767
411.0,-27.328,-37.402,-53.169,-61.434,-33.149,-37.446,-39.957,-41.642,5.821,0.044,-13.212,-19.791
412.0,-30.491,-40.748,-55.469,-65.115,-35.606,-41.586,-42.648,-44.089,5.115,0.838,-12.821,-21.026
413.0,-29.111,-39.394,-54.537,-63.626,-38.114,-43.385,-45.762,-46.544,9.003,3.990,-8.775,-17.082
414.0,-26.786,-37.566,-53.499,-63.663,-40.985,-46.083,-48.120,-49.431,14.199,8.517,-5.378,-14.232
415.0,-26.586,-35.515,-50.043,-59.145,-35.031,-40.607,-42.422,-43.484,8.445,5.092,-7.621,-15.661
416.0,-22.296,-32.801,-44.879,-51.680,-32.345,-36.726,-39.187,-40.828,10.049,3.925,-5.692,-10.852
417.0,-21.800,-31.065,-42.881,-49.274,-30.364,-33.633,-37.186,-38.848,8.564,2.568,-5.695,-10.426
418.0,-21.156,-29.807,-41.362,-48.373,-24.874,-30.303,-31.933,-33.334,3.718,0.497,-9.429,-15.039
419.0,-29.015,-38.975,-54.186,-63.351,-22.647,-26.766,-29.107,-31.165,-6.368,-12.210,-25.079,-32.187
420.0,-30.728,-43.589,-59.826,-72.083,-23.954,-27.474,-30.513,-32.441,-6.774,-16.116,-29.314,-39.642
421.0,-33.885,-44.877,-60.529,-75.265,-31.584,-36.977,-38.738,-40.033,-2.301,-7.900,-21.791,-35.232
422.0,-35.511,-46.106,-62.719,-75.757,-36.497,-40.978,-43.323,-44.953,0.986,-5.127,-19.396,-30.804
423.0,-31.533,-42.763,-59.359,-72.044,-36.730,-41.416,-43.808,-45.204,5.197,-1.347,-15.551,-26.840
424.0,-27.114,-37.622,-52.834,-62.686,-41.095,-45.938,-48.125,-49.561,13.982,8.316,-4.709,-13.126
425.0,-23.460,-33.228,-47.723,-55.607,-36.361,-41.750,-42.517,-44.872,12.901,8.522,-5.206,-10.735
426.0,-21.123,-32.286,-43.854,-50.364,-37.403,-42.410,-44.457,-45.893,16.280,10.124,0.604,-4.471
427.0,-18.969,-27.206,-39.578,-45.735,-32.119,-36.421,-38.689,-40.628,13.150,9.214,-0.889,-5.107
428.0,-21.278,-29.364,-43.162,-50.869,-32.077,-36.634,-39.383,-40.539,10.799,7.270,-3.779,-10.329
429.0,-28.452,-38.873,-53.189,-62.243,-32.229,-37.538,-38.834,-40.689,3.778,-1.335,-14.354,-21.553
430.0,-31.600,-42.045,-56.937,-67.427,-34.846,-38.572,-41.244,-43.310,3.246,-3.472,-15.692,-24.117
431.0,-31.470,-43.268,-60.394,-72.110,-35.384,-37.972,-42.233,-43.822,3.914,-5.296,-18.161,-28.287
432.0,-35.896,-47.288,-63.436,-74.494,-33.378,-37.539,-40.547,-41.780,-2.518,-9.749,-22.890,-32.714
433.0,-33.069,-42.854,-57.515,-68.002,-28.456,-32.936,-35.327,-36.848,-4.613,-9.918,-22.188,-31.154
434.0,-32.231,-43.357,-62.460,-75.034,-29.859,-37.128,-37.481,-38.182,-2.373,-6.228,-24.979,-36.852
435.0,-28.211,-37.231,-53.108,-61.426,-31.942,-36.966,-39.448,-40.477,3.732,-0.265,-13.661,-20.949
436.0,-28.164,-37.637,-55.503,-68.272,-32.744,-35.809,-37.890,-41.307,4.580,-1.827,-17.614,-26.965
437.0,-28.477,-38.368,-56.273,-64.166,-29.009,-34.756,-36.098,-37.412,0.532,-3.612,-20.175,-26.754
438.0,-31.924,-40.055,-56.912,-66.140,-29.337,-35.048,-36.819,-37.704,-2.587,-5.008,-20.094,-28.435
439.0,-31.217,-38.985,-56.532,-69.092,-32.564,-38.015,-38.232,-41.063,1.348,-0.970,-18.300,-28.029
440.0,-28.922,-37.821,-55.092,-65.186,-32.992,-37.637,-39.014,-41.466,4.071,-0.184,-16.079,-23.721
441.0,-24.310,-32.790,-50.406,-58.724,-32.470,-36.197,-38.644,-40.924,8.161,3.407,-11.762,-17.800
442.0,-28.148,-37.600,-52.243,-61.286,-33.725,-38.075,-39.539,-42.235,5.576,0.476,-12.704,-19.050
443.0,-28.703,-37.629,-49.560,-61.405,-31.948,-37.115,-38.416,-40.489,3.246,-0.514,-11.144,-20.916
444.0,-30.863,-37.750,-50.889,-60.535,-32.805,-37.833,-39.334,-41.290,1.942,0.083,-11.555,-19.245
445.0,-27.618,-36.076,-45.570,-59.983,-30.174,-35.289,-36.327,-38.650,2.556,-0.787,-9.243,-21.332
446.0,-28.565,-36.503,-44.999,-59.394,-27.722,-33.166,-34.547,-36.209,-0.844,-3.337,-10.452,-23.185
447.0,-30.630,-39.254,-51.605,-66.836,-30.170,-33.193,-34.575,-38.803,-0.460,-6.061,-17.031,-28.033
448.0,-30.806,-38.718,-52.810,-66.978,-27.174,-31.352,-33.513,-35.661,-3.632,-7.366,-19.297,-31.318
449.0,-29.408,-37.784,-48.745,-63.527,-26.602,-32.139,-33.620,-35.005,-2.806,-5.645,-15.124,-28.523
450.0,-30.172,-38.769,-52.098,-63.155,-28.592,-33.053,-35.261,-37.048,-1.580,-5.716,-16.837,-26.107
451.0,-29.549,-38.682,-49.584,-63.733,-26.134,-31.136,-32.892,-34.675,-3.415,-7.546,-16.692,-29.058
452.0,-29.335,-38.869,-52.989,-66.806,-28.234,-32.995,-35.593,-36.632,-1.101,-5.874,-17.396,-30.174
453.0,-26.217,-36.383,-50.485,-60.629,-25.743,-30.096,-32.876,-34.205,-0.474,-6.287,-17.609,-26.424
454.0,-24.171,-33.981,-48.256,-57.525,-26.413,-30.864,-33.145,-35.075,2.242,-3.117,-15.111,-22.450
455.0,-29.844,-35.098,-49.589,-59.756,-25.545,-30.802,-32.215,-34.167,-4.298,-4.296,-17.375,-25.590
456.0,-24.070,-32.500,-48.994,-57.443,-27.734,-33.001,-34.709,-36.173,3.664,0.501,-14.285,-21.270
457.0,-25.417,-33.497,-48.556,-56.397,-24.803,-30.032,-31.456,-33.286,-0.614,-3.465,-17.100,-23.111
458.0,-27.213,-33.954,-48.841,-57.530,-24.338,-28.945,-30.930,-32.826,-2.874,-5.009,-17.910,-24.704
459.0,-22.229,-32.142,-43.676,-53.531,-23.670,-28.506,-31.397,-32.064,1.440,-3.636,-12.279,-21.467
460.0,-24.406,-33.683,-49.687,-59.867,-25.166,-30.337,-32.034,-33.597,0.759,-3.346,-17.653,-26.270
461.0,-21.907,-30.993,-42.329,-51.613,-23.032,-27.253,-30.649,-31.405,1.125,-3.740,-11.680,-20.208
462.0,-23.659,-32.144,-38.150,-50.941,-23.521,-28.326,-30.602,-31.999,-0.138,-3.818,-7.549,-18.943
463.0,-23.040,-32.019,-40.741,-53.272,-23.653,-27.854,-29.228,-32.142,0.613,-4.165,-11.513,-21.130
464.0,-25.361,-33.843,-46.482,-56.115,-23.805,-28.156,-30.450,-32.237,-1.555,-5.687,-16.032,-23.878
465.0,-22.730,-30.840,-42.022,-53.720,-19.995,-24.681,-27.077,-28.565,-2.735,-6.159,-14.945,-25.155
466.0,-20.828,-29.970,-43.399,-51.002,-20.125,-24.988,-26.836,-28.684,-0.704,-4.982,-16.564,-22.318
467.0,-20.945,-29.539,-38.940,-50.489,-23.314,-28.120,-31.141,-31.851,2.369,-1.420,-7.799,-18.638
468.0,-21.278,-31.194,-45.378,-54.037,-27.515,-31.661,-34.609,-35.942,6.237,0.467,-10.769,-18.095
469.0,-20.453,-28.217,-39.866,-47.250,-19.763,-23.985,-25.409,-28.273,-0.690,-4.232,-14.457,-18.977
470.0,-19.631,-28.798,-43.169,-49.493,-18.224,-22.906,-24.587,-26.801,-1.407,-5.891,-18.582,-22.692
471.0,-19.951,-28.902,-42.157,-50.576,-21.008,-25.738,-27.905,-29.382,1.057,-3.164,-14.252,-21.194
472.0,-21.062,-28.980,-36.167,-48.809,-23.671,-29.496,-30.917,-32.070,2.610,0.517,-5.250,-16.738
473.0,-16.904,-25.629,-31.134,-37.611,-24.779,-29.013,-31.510,-33.287,7.875,3.384,0.375,-4.323
474.0,-19.445,-26.741,-33.301,-43.383,-27.997,-32.273,-34.809,-36.552,8.552,5.532,1.508,-6.831
475.0,-23.458,-29.842,-39.140,-48.764,-28.697,-32.985,-35.661,-37.273,5.239,3.144,-3.479,-11.492
476.0,-22.822,-31.861,-47.190,-55.266,-31.085,-34.719,-37.820,-39.540,8.263,2.858,-9.369,-15.726
477.0,-16.507,-25.429,-35.919,-44.653,-34.072,-38.854,-41.082,-42.576,17.565,13.425,5.163,-2.077
478.0,-17.222,-24.700,-32.845,-43.187,-36.091,-41.055,-43.164,-44.605,18.869,16.354,10.320,1.419
479.0,-18.007,-26.692,-38.239,-44.819,-42.317,-46.303,-48.795,-50.833,24.310,19.611,10.556,6.014
480.0,-19.537,-30.526,-43.027,-48.808,-40.845,-46.357,-48.080,-49.318,21.307,15.832,5.053,0.510
481.0,-21.023,-30.765,-43.679,-50.065,-46.474,-51.948,-53.114,-54.935,25.451,21.183,9.436,4.871
482.0,-23.030,-33.847,-45.462,-51.712,-49.412,-55.231,-55.980,-57.886,26.381,21.384,10.518,6.174
483.0,-25.073,-34.974,-46.929,-52.732,-39.863,-44.289,-45.698,-48.310,14.789,9.315,-1.231,-4.421
484.0,-27.018,-36.350,-50.812,-57.408,-35.316,-38.813,-42.744,-43.730,8.298,2.463,-8.068,-13.678
485.0,-29.141,-40.877,-54.591,-62.813,-32.019,-36.971,-40.380,-40.419,2.878,-3.907,-14.212,-22.394
486.0,-31.083,-42.850,-57.165,-65.210,-32.240,-36.443,-39.740,-40.648,1.157,-6.407,-17.425,-24.562
487.0,-38.500,-48.314,-60.954,-70.299,-31.444,-36.316,-38.669,-39.893,-7.056,-11.998,-22.285,-30.406
488.0,-35.833,-48.327,-63.354,-75.023,-31.348,-35.798,-38.348,-39.805,-4.486,-12.528,-25.006,-35.218
489.0,-42.194,-53.158,-66.933,-79.020,-28.454,-32.811,-36.666,-36.851,-13.739,-20.347,-30.268,-42.170
490.0,-45.488,-56.692,-70.793,-82.018,-28.895,-33.375,-36.484,-37.289,-16.594,-23.317,-34.309,-44.730
491.0,-35.131,-44.682,-62.699,-78.992,-27.721,-31.125,-34.476,-36.186,-7.410,-13.558,-28.223,-42.806
492.0,-29.828,-39.641,-58.080,-69.880,-27.301,-30.636,-34.460,-35.753,-2.527,-9.005,-23.620,-34.127
493.0,-29.338,-37.818,-55.281,-70.033,-26.566,-30.710,-33.837,-34.974,-2.771,-7.108,-21.444,-35.060
494.0,-29.913,-37.324,-53.821,-65.269,-30.441,-35.112,-37.763,-38.842,0.528,-2.212,-16.058,-26.427
495.0,-27.196,-37.312,-55.036,-67.191,-33.797,-38.144,-39.699,-42.267,6.601,0.833,-15.338,-24.924
496.0,-27.669,-36.765,-54.113,-66.582,-31.341,-35.923,-38.163,-39.735,3.672,-0.842,-15.949,-26.846
497.0,-25.287,-33.392,-48.134,-58.024,-29.612,-34.664,-36.248,-38.124,4.326,1.272,-11.885,-19.900
498.0,-25.658,-34.742,-50.399,-60.578,-26.194,-32.855,-33.285,-34.596,0.535,-1.887,-17.114,-25.983
499.0,-25.031,-32.078,-47.831,-55.922,-25.116,-30.746,-31.980,-33.599,0.085,-1.332,-15.851,-22.322
500.0,-22.907,-31.642,-48.410,-56.885,-28.548,-33.485,-35.548,-36.980,5.640,1.843,-12.862,-19.906
501.0,-22.854,-32.182,-48.632,-57.737,-26.771,-32.423,-34.507,-35.152,3.916,0.241,-14.125,-22.585
502.0,-27.536,-36.497,-47.483,-62.749,-26.103,-30.958,-33.606,-34.521,-1.433,-5.539,-13.877,-28.228
503.0,-31.648,-39.068,-49.025,-62.321,-28.088,-31.065,-34.975,-36.512,-3.561,-8.003,-14.050,-25.808
504.0,-27.232,-35.888,-53.295,-61.690,-26.064,-30.931,-33.935,-34.407,-1.168,-4.957,-19.360,-27.283
505.0,-23.940,-35.514,-52.382,-63.091,-28.050,-32.924,-34.803,-36.480,4.110,-2.590,-17.579,-26.611
506.0,-22.875,-33.023,-48.848,-57.163,-30.533,-34.918,-37.335,-38.951,7.657,1.894,-11.513,-18.212
507.0,-20.730,-32.033,-48.664,-58.236,-32.543,-37.445,-39.609,-40.972,11.813,5.412,-9.055,-17.264
508.0,-25.236,-34.635,-51.538,-61.193,-34.277,-38.936,-41.006,-42.804,9.041,4.301,-10.532,-18.389
509.0,-24.465,-33.140,-45.285,-58.243,-22.133,-26.756,-28.972,-30.677,-2.332,-6.384,-16.313,-27.566
510.0,-24.524,-31.985,-45.317,-53.925,-17.882,-21.853,-24.829,-26.480,-6.642,-10.132,-20.488,-27.445
511.0,-25.024,-32.413,-46.566,-53.809,-18.783,-23.032,-25.586,-27.367,-6.240,-9.381,-20.980,-26.442
512.0,-23.457,-31.595,-40.973,-52.917,-19.548,-24.112,-26.403,-28.032,-3.909,-7.482,-14.570,-24.885
513.0,-23.696,-34.407,-44.496,-57.178,-19.373,-24.511,-25.909,-27.889,-4.323,-9.896,-18.588,-29.289
514.0,-26.819,-36.407,-45.659,-59.081,-18.723,-23.399,-25.438,-27.241,-8.096,-13.007,-20.221,-31.840
515.0,-28.592,-38.763,-49.250,-64.815,-18.277,-23.416,-25.342,-26.738,-10.315,-15.347,-23.908,-38.078
516.0,-29.414,-40.626,-52.853,-67.659,-18.030,-24.227,-27.191,-26.373,-11.384,-16.398,-25.661,-41.285
517.0,-17.636,-27.362,-40.060,-44.868,-19.387,-23.555,-24.125,-27.955,1.752,-3.808,-15.935,-16.912
518.0,-13.862,-22.669,-30.623,-38.374,-20.106,-23.649,-23.991,-28.739,6.244,0.980,-6.632,-9.636
519.0,-16.328,-24.950,-35.179,-43.024,-19.464,-23.454,-25.874,-27.967,3.136,-1.496,-9.305,-15.057
520.0,-15.253,-25.406,-34.654,-41.321,-19.572,-24.336,-27.446,-27.940,4.319,-1.070,-7.208,-13.381
521.0,-14.449,-26.122,-35.760,-42.151,-19.998,-24.835,-27.489,-28.333,5.550,-1.287,-8.271,-13.818
522.0,-14.837,-24.132,-36.357,-42.600,-21.009,-26.096,-28.299,-29.440,6.172,1.964,-8.058,-13.160
523.0,-15.229,-24.357,-32.766,-40.705,-20.423,-25.298,-27.386,-28.861,5.194,0.941,-5.379,-11.844
524.0,-16.634,-25.559,-36.621,-44.403,-24.147,-29.119,-31.289,-32.599,7.513,3.559,-5.332,-11.804
525.0,-16.627,-25.078,-36.026,-44.381,-29.082,-33.654,-35.865,-37.565,12.455,8.576,-0.161,-6.815
526.0,-17.938,-24.854,-35.209,-43.927,-32.932,-37.530,-39.710,-41.377,14.994,12.676,4.501,-2.551
527.0,-15.832,-24.806,-36.544,-42.915,-35.164,-38.833,-42.189,-43.600,19.332,14.027,5.645,0.685
528.0,-15.348,-24.525,-33.157,-42.606,-34.113,-38.520,-40.827,-42.594,18.765,13.995,7.670,-0.013
529.0,-18.583,-27.256,-37.165,-45.220,-33.749,-37.749,-41.011,-42.221,15.166,10.493,3.846,-3.000
530.0,-16.395,-27.032,-38.520,-45.669,-33.791,-38.402,-40.577,-42.287,17.396,11.370,2.057,-3.382
531.0,-15.914,-26.794,-38.023,-45.644,-34.081,-37.966,-41.013,-42.549,18.167,11.172,2.990,-3.095
532.0,-19.684,-31.112,-42.726,-50.195,-31.190,-36.510,-38.413,-39.602,11.507,5.398,-4.313,-10.593
533.0,-24.507,-35.606,-49.780,-59.833,-32.927,-37.229,-39.819,-41.399,8.421,1.623,-9.961,-18.434
534.0,-29.530,-38.253,-54.447,-65.678,-33.496,-37.770,-40.529,-41.951,3.966,-0.483,-13.917,-23.727
535.0,-30.761,-39.672,-56.799,-68.437,-35.046,-39.496,-41.963,-43.493,4.286,-0.176,-14.836,-24.944
536.0,-29.456,-39.882,-56.316,-68.023,-35.924,-39.904,-42.550,-44.428,6.468,0.023,-13.766,-23.595
537.0,-30.846,-38.541,-53.480,-64.716,-36.698,-41.273,-43.553,-45.183,5.852,2.732,-9.926,-19.533
538.0,-29.275,-39.276,-54.811,-65.679,-37.989,-42.823,-44.698,-46.495,8.714,3.547,-10.114,-19.185
539.0,-29.080,-38.405,-55.239,-66.513,-41.145,-45.549,-47.969,-49.623,12.066,7.143,-7.269,-16.890
540.0,-28.139,-37.465,-55.679,-67.746,-39.185,-44.428,-45.833,-47.641,11.046,6.963,-9.846,-20.105
541.0,-28.346,-38.707,-53.598,-66.122,-38.668,-44.370,-45.546,-47.136,10.322,5.664,-8.053,-18.986
542.0,-30.042,-38.454,-54.023,-66.583,-41.297,-47.652,-48.540,-49.992,11.255,9.199,-5.483,-16.592
543.0,-30.691,-39.808,-57.864,-70.402,-42.467,-47.892,-50.938,-50.927,11.776,8.084,-6.925,-19.475
544.0,-31.408,-41.482,-59.304,-70.858,-39.915,-45.872,-47.465,-48.543,8.507,4.390,-11.838,-22.315
545.0,-31.846,-42.687,-59.962,-73.110,-39.229,-43.185,-45.069,-47.286,7.383,0.498,-14.892,-25.823
546.0,-33.063,-43.907,-61.798,-74.904,-36.897,-43.115,-44.600,-45.443,3.834,-0.792,-17.197,-29.461
547.0,-36.609,-46.784,-64.035,-77.967,-36.479,-42.605,-44.911,-44.836,-0.130,-4.179,-19.124,-33.131
548.0,-33.794,-44.640,-65.253,-78.116,-43.017,-48.767,-50.462,-51.415,9.223,4.127,-14.791,-26.701
549.0,-34.093,-45.613,-64.665,-77.708,-42.820,-48.088,-49.500,-51.257,8.728,2.474,-15.164,-26.451
550.0,-39.935,-47.974,-54.777,-66.687,-39.570,-46.192,-48.368,-48.014,-0.365,-1.781,-6.408,-18.674
551.0,-41.252,-48.484,-62.795,-72.428,-43.111,-49.633,-51.755,-51.560,1.859,1.149,-11.040,-20.868
552.0,-37.962,-46.709,-54.923,-69.233,-39.019,-43.990,-46.198,-47.514,1.057,-2.719,-8.725,-21.719
553.0,-37.422,-44.030,-47.939,-55.273,-37.123,-44.563,-44.057,-45.605,-0.299,0.533,-3.883,-9.668
554.0,-35.654,-43.721,-51.656,-63.958,-35.844,-41.148,-42.529,-44.360,0.191,-2.574,-9.127,-19.598
555.0,-34.883,-43.923,-56.955,-74.820,-35.173,-39.373,-40.779,-43.728,0.290,-4.550,-16.176,-31.092
556.0,-43.184,-50.486,-59.756,-78.217,-34.988,-38.973,-41.356,-43.490,-8.195,-11.513,-18.400,-34.727
557.0,-43.623,-49.116,-64.437,-83.932,-42.504,-46.528,-48.902,-50.977,-1.119,-2.588,-15.535,-32.955
558.0,-41.156,-47.370,-54.066,-67.423,-35.279,-41.793,-45.525,-43.601,-5.878,-5.576,-8.540,-23.822
559.0,-42.100,-49.877,-59.197,-74.888,-36.692,-44.923,-44.597,-45.021,-5.408,-4.954,-14.601,-29.867
560.0,-36.160,-45.448,-59.819,-75.839,-36.934,-43.886,-43.577,-45.480,0.775,-1.563,-16.242,-30.359
561.0,-33.483,-46.290,-59.938,-72.968,-31.678,-38.237,-38.672,-40.089,-1.805,-8.053,-21.266,-32.880
562.0,-33.059,-42.495,-55.424,-72.606,-29.605,-35.703,-36.944,-38.011,-3.454,-6.793,-18.480,-34.595
563.0,-32.835,-39.965,-54.589,-68.229,-32.529,-38.441,-39.221,-40.939,-0.306,-1.524,-15.368,-27.290
564.0,-32.548,-39.778,-55.957,-66.784,-38.022,-44.403,-44.412,-46.466,5.474,4.625,-11.545,-20.318
565.0,-39.580,-49.010,-66.598,-80.673,-40.521,-44.023,-47.282,-48.692,0.942,-4.988,-19.316,-31.981
566.0,-35.846,-42.336,-58.970,-72.295,-34.282,-43.035,-41.984,-42.652,-1.564,0.700,-16.987,-29.643
567.0,-36.369,-45.270,-60.398,-73.156,-33.514,-38.297,-40.677,-41.962,-2.855,-6.973,-19.721,-31.194
568.0,-37.691,-45.554,-57.400,-70.079,-35.713,-40.171,-43.177,-44.170,-1.977,-5.383,-14.224,-25.910
569.0,-31.038,-38.894,-51.718,-63.626,-33.069,-38.738,-39.689,-41.505,2.031,-0.156,-12.030,-22.121
570.0,-25.865,-36.166,-52.982,-64.257,-30.605,-35.638,-36.529,-39.120,4.740,-0.528,-16.453,-25.138
571.0,-28.347,-38.842,-57.035,-67.837,-25.682,-30.318,-31.956,-34.139,-2.666,-8.524,-25.079,-33.698
572.0,-35.612,-45.264,-55.546,-65.697,-28.463,-33.530,-35.081,-36.919,-7.149,-11.733,-20.466,-28.779
573.0,-39.078,-45.802,-51.168,-60.106,-33.564,-38.414,-40.472,-42.016,-5.514,-7.388,-10.696,-18.090
574.0,-34.289,-43.572,-53.352,-65.243,-38.630,-41.602,-44.997,-47.114,4.341,-1.971,-8.354,-18.129
575.0,-30.540,-39.130,-53.780,-65.046,-35.765,-40.754,-43.031,-44.205,5.225,1.624,-10.749,-20.841
576.0,-34.349,-41.573,-54.353,-70.428,-37.307,-42.318,-44.097,-45.778,2.958,0.745,-10.256,-24.650
577.0,-29.446,-38.692,-56.284,-70.884,-40.298,-43.021,-47.124,-48.761,10.852,4.329,-9.160,-22.123
578.0,-27.011,-35.990,-51.174,-64.099,-39.425,-43.184,-46.294,-47.908,12.414,7.194,-4.880,-16.191
579.0,-21.889,-30.815,-49.730,-59.975,-41.127,-47.896,-48.373,-49.521,19.238,17.081,-1.357,-10.454
580.0,-25.269,-34.653,-52.004,-62.374,-45.900,-48.273,-52.844,-54.361,20.631,13.620,0.840,-8.013
581.0,-28.753,-39.501,-57.959,-71.203,-45.724,-51.783,-53.060,-54.549,16.972,12.282,-4.899,-16.655
582.0,-33.988,-42.476,-60.511,-72.726,-45.165,-50.705,-54.174,-53.597,11.178,8.229,-6.337,-19.130
583.0,-32.410,-42.438,-60.845,-77.103,-40.960,-45.299,-48.054,-49.089,8.550,2.860,-12.792,-28.013
584.0,-32.355,-43.306,-64.973,-79.418,-40.741,-45.154,-47.365,-49.109,8.386,1.848,-17.608,-30.309
585.0,-33.812,-43.246,-64.570,-76.958,-36.773,-42.845,-44.712,-45.188,2.961,-0.401,-19.859,-31.770
586.0,-34.091,-45.358,-65.491,-80.680,-38.826,-44.113,-46.590,-47.223,4.736,-1.245,-18.901,-33.456
587.0,-38.668,-48.883,-69.507,-83.510,-35.568,-42.140,-41.761,-44.070,-3.100,-6.742,-27.746,-39.440
588.0,-41.632,-48.479,-62.290,-76.486,-34.531,-38.186,-41.359,-42.962,-7.101,-10.294,-20.932,-33.524
589.0,-46.392,-53.103,-59.987,-70.049,-31.757,-34.837,-38.433,-40.250,-14.635,-18.266,-21.554,-29.799
590.0,-45.451,-51.594,-62.699,-77.792,-31.874,-36.596,-37.780,-40.301,-13.577,-14.999,-24.920,-37.491
591.0,-37.901,-45.781,-52.744,-58.509,-36.521,-41.665,-43.300,-45.008,-1.380,-4.116,-9.444,-13.501
592.0,-38.622,-45.990,-56.444,-64.782,-32.971,-41.169,-40.370,-41.369,-5.651,-4.821,-16.074,-23.413
593.0,-35.255,-43.975,-53.711,-69.372,-31.260,-36.977,-38.534,-39.703,-3.995,-6.997,-15.177,-29.669
594.0,-36.618,-45.084,-55.785,-73.939,-32.678,-36.881,-38.408,-41.158,-3.941,-8.203,-17.377,-32.781
595.0,-32.265,-42.661,-55.424,-68.896,-35.651,-40.385,-42.504,-44.058,3.386,-2.276,-12.920,-24.838
